"X","pop","equar","first_date","equar_date","lambdaValues","tau","beta","c","c1","c2","omega","thetaA","thetaS","r","deltaA","deltaA1","deltaA2","epsT","epsI","epsIH","E1","E2","E3","E4","E5","k1","k2","mu","deltaS","v1","v2","J","S0","E0","IA0","IS0","V10","Ev10","IAv10","ISv10","V20","Ev20","IAv20","ISv20","Q0","C0","R0","startProjection_date","FittedTo","Convergence","fitness","distance","Geographical.Level","Geographical.Place","popMultiplier","area"
1,10353498,"31;62","2021-07-01","2021-07-31;2021-08-31","0.114984915188812;0.193477216544648",5,0.434343268,0.18,0.241802723,0.429592779,0.33,0.071428571,0.071428571,0.09101277,0.0325,0.013,0.013,0.001888834,0.001888834,0.0014649796504,1,1,1,1,1,0.838837329,0.43871907,4.05479e-05,"0.13;0.1","36537;114312","67602;57419","5905;6810",9469664,2027,98,2478,2338009,635,45,699,1192967,184,22,154,7255,7255,790428,"2021-08-01","Active",52,0.945849932067387,2213.24771298744,"region","NCR-National capital region",0.75,130000000
1,10353498,"31;62","2021-07-01","2021-07-31;2021-08-31","0.319928712244277;0.139977779637969",5,0.434343268,0.18,0.241802723,0.429592779,0.33,0.071428571,0.071428571,0.09101277,0.02625,0.0105,0.0105,0.001888834,0.001888834,0.0014649796504,1,1,1,1,1,0.838837329,0.43871907,4.05479e-05,"0.105;0.105","36537;114312","67602;57419","5905;6810",9215755,2826,164,3598,2338009,847,72,971,1192967,245,35,214,7255,528028,520973,"2021-08-01","Cumulative",0,0.999548601891965,667.43007098924,"region","NCR-National capital region",0.75,130000000
