"","pop","equar","first_date","equar_date","lambdaValues","tau","beta","c","c1","c2","omega","thetaA","thetaS","r","deltaA","deltaA1","deltaA2","epsT","epsI","epsIH","E1","E2","E3","E4","E5","k1","k2","mu","deltaS","tv1","tv2","J","S0","E0","IA0","IS0","V10","Ev10","IAv10","ISv10","V20","Ev20","IAv20","ISv20","Q0","C0","R0","startProjection_date","FittedTo","Convergence","fitness","distance","Geographical.Level","Geographical.Place","popMultiplier","area"
"1",2381136,"31;62;92","2021-07-01","2021-07-31;2021-08-31;2021-09-30","0.308316658974497;0.177104989906609;0.177104989906609",5,0.325757451,0.18,0.243137589,0.431110853,0.33,0.071428571,0.071428571,0.09101277,0.045,0.018,0.018,0.001888834,0.001888834,0.00147641810422455,1,1,1,1,1,0.846861689,0.482054771,4.05479e-05,"0.18;0.1","1420;3027;3027","1818;1560;3027","422;3590;0",3019039,507,32,625,86061,15,1,17,51021,6,1,5,1134,1021,16497,"2021-08-01","Active",0,0.931439797527948,70.5779407821022,"region","4B-Mimaropa",0.75,170000000
