,Date,ActiveCases,AL3_NCR-National capital region_SC2 HSC 18.0%,S-AL3_NCR-National capital region_SC2 HSC 18.0%,E-AL3_NCR-National capital region_SC2 HSC 18.0%,IS-AL3_NCR-National capital region_SC2 HSC 18.0%,IA-AL3_NCR-National capital region_SC2 HSC 18.0%,R-AL3_NCR-National capital region_SC2 HSC 18.0%,V1-AL3_NCR-National capital region_SC2 HSC 18.0%,Ev1-AL3_NCR-National capital region_SC2 HSC 18.0%,ISv1-AL3_NCR-National capital region_SC2 HSC 18.0%,IAv1-AL3_NCR-National capital region_SC2 HSC 18.0%,V2-AL3_NCR-National capital region_SC2 HSC 18.0%,Ev2-AL3_NCR-National capital region_SC2 HSC 18.0%,ISv2-AL3_NCR-National capital region_SC2 HSC 18.0%,IAv2-AL3_NCR-National capital region_SC2 HSC 18.0%
162,2021-12-10,,1774.1925,2874851.5492,451.6229,338.3784,36.3419,1175030.7046,1416451.1151,177.9743,133.6095,21.6117,8489278.3756,528.8326,378.0189,106.1765
163,2021-12-11,,1766.6955,2872555.7581,451.9853,338.7008,36.3741,1175216.7278,1412735.4151,177.7986,133.5055,21.5927,8495111.318,530.0466,378.9632,106.4305
164,2021-12-12,,1760.0664,2870260.0065,452.3305,339.0114,36.405,1175402.2021,1409019.9096,177.6149,133.3954,21.5728,8500943.8016,531.2422,379.8939,106.6807
165,2021-12-13,,1754.2225,2867964.2978,452.6583,339.3099,36.4345,1175587.2001,1405304.6,177.4233,133.2792,21.5519,8506775.8302,532.4193,380.811,106.9272
166,2021-12-14,,1749.0886,2865668.6356,452.9687,339.5963,36.4626,1175771.7869,1401589.4879,177.2238,133.1569,21.53,8512607.4076,533.5778,381.7145,107.1701
167,2021-12-15,,1744.596,2863373.0236,453.2617,339.8702,36.4894,1175956.0214,1397874.5748,177.0164,133.0285,21.5072,8518438.5376,534.7176,382.6046,107.4091
168,2021-12-16,,1740.6821,2861077.4653,453.5371,340.1315,36.5147,1176139.9563,1394159.8623,176.8011,132.8942,21.4834,8524269.2242,535.8386,383.4811,107.6445
169,2021-12-17,,1737.2899,2858781.9642,453.7948,340.38,36.5387,1176323.6389,1390445.3519,176.5781,132.7538,21.4586,8530099.4711,536.9407,384.3441,107.876
170,2021-12-18,,1734.3674,2856486.5241,454.0348,340.6157,36.5612,1176507.1115,1386731.0452,176.3472,132.6076,21.4329,8535929.2825,538.0238,385.1936,108.1038
171,2021-12-19,,1731.8672,2854191.1484,454.2571,340.8384,36.5823,1176690.4121,1383016.9435,176.1086,132.4554,21.4062,8541758.6621,539.0877,386.0295,108.3277
172,2021-12-20,,1729.7461,2851895.8407,454.4616,341.0481,36.602,1176873.5742,1379303.0486,175.8622,132.2973,21.3786,8547587.614,540.1324,386.8517,108.5479
173,2021-12-21,,1727.9646,2849600.6048,454.6483,341.2446,36.6202,1177056.6277,1375589.3618,175.6081,132.1333,21.3501,8553416.1421,541.1577,387.6602,108.7641
174,2021-12-22,,1726.487,2847305.444,454.8171,341.428,36.637,1177239.5992,1371875.8848,175.3463,131.9634,21.3206,8559244.2505,542.1635,388.4549,108.9765
175,2021-12-23,,1725.2803,2845010.3622,454.968,341.5981,36.6524,1177422.512,1368162.6189,175.0769,131.7878,21.2902,8565071.9433,543.1497,389.2358,109.185
176,2021-12-24,,1724.3147,2842715.3628,455.101,341.7549,36.6664,1177605.3865,1364449.5656,174.7999,131.6063,21.2588,8570899.2244,544.1162,390.0028,109.3895
177,2021-12-25,,1723.5631,2840420.4496,455.216,341.8984,36.6789,1177788.2406,1360736.7266,174.5152,131.4191,21.2265,8576726.098,545.063,390.7559,109.5901
178,2021-12-26,,1723.0006,2838125.626,455.3131,342.0285,36.69,1177971.0899,1357024.1031,174.223,131.2261,21.1933,8582552.5681,545.9898,391.4949,109.7868
179,2021-12-27,,1722.6045,2835830.8957,455.3922,342.1452,36.6996,1178153.9477,1353311.6967,173.9233,131.0273,21.1592,8588378.6389,546.8965,392.2197,109.9794
