,Date,ActiveCases,AL3_NCR-National capital region_SC1 HSC 18.0%,S-AL3_NCR-National capital region_SC1 HSC 18.0%,E-AL3_NCR-National capital region_SC1 HSC 18.0%,IS-AL3_NCR-National capital region_SC1 HSC 18.0%,IA-AL3_NCR-National capital region_SC1 HSC 18.0%,R-AL3_NCR-National capital region_SC1 HSC 18.0%,V1-AL3_NCR-National capital region_SC1 HSC 18.0%,Ev1-AL3_NCR-National capital region_SC1 HSC 18.0%,ISv1-AL3_NCR-National capital region_SC1 HSC 18.0%,IAv1-AL3_NCR-National capital region_SC1 HSC 18.0%,V2-AL3_NCR-National capital region_SC1 HSC 18.0%,Ev2-AL3_NCR-National capital region_SC1 HSC 18.0%,ISv2-AL3_NCR-National capital region_SC1 HSC 18.0%,IAv2-AL3_NCR-National capital region_SC1 HSC 18.0%
138,2021-11-16,,2303.3109,2930709.8251,183.6782,173.9621,16.5552,1169542.6703,1505994.5902,74.8707,70.2958,10.1941,8349994.7193,204.687,185.0655,46.0005
139,2021-11-17,,2172.6442,2928474.9871,175.3047,165.7104,15.7953,1169733.983,1502299.4693,71.4419,67.1248,9.7334,8355909.073,195.9707,177.4459,44.0766
140,2021-11-18,,2050.305,2926241.4759,167.3297,157.9069,15.0722,1169912.23,1498605.0194,68.1627,64.0891,9.2915,8361824.5513,187.5991,170.0994,42.2216
141,2021-11-19,,1935.7003,2924009.2361,159.731,150.5177,14.3838,1170078.2108,1494911.2162,65.0277,61.1833,8.8681,8367741.095,179.5636,163.0201,40.4354
142,2021-11-20,,1828.2824,2921778.2149,152.4883,143.5129,13.7283,1170232.6698,1491218.0369,62.0317,58.4023,8.4627,8373658.6475,171.8542,156.2023,38.7175
143,2021-11-21,,1727.5457,2919548.3618,145.5825,136.8659,13.1039,1170376.3001,1487525.4595,59.1692,55.7414,8.0748,8379577.155,164.4606,149.6403,37.0665
144,2021-11-22,,1633.0228,2917319.629,138.996,130.5529,12.5088,1170509.7481,1483833.4631,56.4349,53.196,7.7038,8385496.5659,157.3722,143.3281,35.481
145,2021-11-23,,1544.2823,2915091.9704,132.7125,124.5524,11.9415,1170633.6163,1480142.0279,53.8236,50.7617,7.3491,8391416.8308,150.5782,137.2596,33.9592
146,2021-11-24,,1460.9257,2912865.3424,126.7166,118.8451,11.4006,1170748.4673,1476451.1348,51.33,48.4342,7.0101,8397337.9029,144.068,131.4284,32.4994
147,2021-11-25,,1382.5844,2910639.703,120.9941,113.4135,10.8846,1170854.8262,1472760.7659,48.9493,46.2092,6.6863,8403259.7368,137.8308,125.8279,31.0995
148,2021-11-26,,1308.918,2908415.0122,115.5316,108.2415,10.3924,1170953.1835,1469070.9037,46.6766,44.0828,6.377,8409182.2895,131.8563,120.4512,29.7575
149,2021-11-27,,1239.6115,2906191.2318,110.3165,103.3145,9.9227,1171043.998,1465381.5319,44.5072,42.051,6.0816,8415105.5196,126.1342,115.2914,28.4713
150,2021-11-28,,1174.3737,2903968.3253,105.3371,98.619,9.4745,1171127.6987,1461692.6346,42.4367,40.1099,5.7996,8421029.3876,120.6545,110.3413,27.2389
151,2021-11-29,,1112.9348,2901746.2576,100.5823,94.1425,9.0466,1171204.687,1458004.197,40.4606,38.2558,5.5303,8426953.8556,115.4077,105.5941,26.0584
152,2021-11-30,,1055.0452,2899524.9954,96.0416,89.8735,8.6381,1171275.3389,1454316.2045,38.5749,36.485,5.2733,8432878.8874,110.3842,101.0426,24.9276
153,2021-12-01,,1000.4735,2897304.5068,91.705,85.8014,8.248,1171340.0067,1450628.6437,36.7755,34.7941,5.0279,8438804.4482,105.575,96.6798,23.8447
154,2021-12-02,,949.0051,2895084.7611,87.5632,81.9163,7.8756,1171399.0209,1446941.5013,35.0585,33.1797,4.7938,8444730.5048,100.9714,92.4989,22.8077
155,2021-12-03,,900.4412,2892865.7293,83.6072,78.2088,7.5199,1171452.6912,1443254.7649,33.4204,31.6384,4.5703,8450657.0253,96.5648,88.4929,21.8149
156,2021-12-04,,854.5971,2890647.3833,79.8287,74.6702,7.1802,1171501.3083,1439568.4227,31.8576,30.1672,4.3571,8456583.9794,92.3472,84.6554,20.8644
157,2021-12-05,,811.3016,2888429.6967,76.2196,71.2923,6.8558,1171545.1455,1435882.4633,30.3666,28.7629,4.1537,8462511.3378,88.3107,80.9797,19.9545
158,2021-12-06,,770.3953,2886212.6437,72.7722,68.0676,6.546,1171584.4592,1432196.8757,28.9444,27.4227,3.9596,8468439.0726,84.4476,77.4595,19.0836
159,2021-12-07,,731.7303,2883996.2001,69.4792,64.9887,6.25,1171619.4908,1428511.6498,27.5877,26.1438,3.7744,8474367.157,80.7508,74.0886,18.2499
160,2021-12-08,,695.1689,2881780.3426,66.3338,62.0488,5.9674,1171650.4672,1424826.7756,26.2936,24.9234,3.5977,8480295.5656,77.2133,70.8612,17.4521
161,2021-12-09,,660.5831,2879565.0489,63.3293,59.2414,5.6974,1171677.6019,1421142.2437,25.0592,23.7589,3.4292,8486224.2738,73.8284,67.7713,16.6886
162,2021-12-10,,627.8534,2877350.2977,60.4595,56.5605,5.4395,1171701.096,1417458.0451,23.882,22.6479,3.2684,8492153.2581,70.5896,64.8134,15.9579
163,2021-12-11,,596.8688,2875136.0687,57.7183,54.0002,5.1932,1171721.139,1413774.1713,22.7592,21.5879,3.115,8498082.4962,67.4907,61.9822,15.2587
164,2021-12-12,,567.5257,2872922.3424,55.0999,51.555,4.9579,1171737.9094,1410090.614,21.6884,20.5767,2.9688,8504011.9664,64.5259,59.2723,14.5896
165,2021-12-13,,539.7274,2870709.1003,52.599,49.2197,4.7331,1171751.5755,1406407.3655,20.6673,19.6121,2.8293,8509941.6484,61.6894,56.6787,13.9495
166,2021-12-14,,513.3837,2868496.3247,50.2103,46.9893,4.5185,1171762.2963,1402724.4182,19.6935,18.692,2.6962,8515871.5223,58.9758,54.1967,13.337
167,2021-12-15,,488.4103,2866283.9984,47.9288,44.8591,4.3134,1171770.2217,1399041.7652,18.7649,17.8144,2.5694,8521801.5694,56.3798,51.8215,12.751
168,2021-12-16,,464.7285,2864072.1054,45.7497,42.8246,4.1176,1171775.4932,1395359.3995,17.8795,16.9773,2.4484,8527731.7717,53.8965,49.5488,12.1904
169,2021-12-17,,442.2647,2861860.6301,43.6685,40.8813,3.9305,1171778.2446,1391677.3148,17.0352,16.179,2.333,8533662.1118,51.521,47.3741,11.654
170,2021-12-18,,420.95,2859649.5578,41.6808,39.0254,3.7519,1171778.6024,1387995.5048,16.2302,15.4176,2.223,8539592.5733,49.2487,45.2933,11.141
171,2021-12-19,,400.7198,2857438.8742,39.7825,37.2528,3.5812,1171776.6861,1384313.9637,15.4627,14.6915,2.118,8545523.1405,47.0753,43.3026,10.6501
172,2021-12-20,,381.5138,2855228.5659,37.9696,35.5599,3.4183,1171772.6087,1380632.6859,14.731,13.9991,2.018,8551453.798,44.9964,41.398,10.1806
173,2021-12-21,,363.2754,2853018.6199,36.2383,33.943,3.2626,1171766.4773,1376951.6659,14.0334,13.3388,1.9226,8557384.5316,43.0081,39.5759,9.7316
174,2021-12-22,,345.9515,2850809.0239,34.585,32.3988,3.114,1171758.3931,1373270.8987,13.3684,12.7093,1.8317,8563315.3274,41.1064,37.8329,9.302
175,2021-12-23,,329.4922,2848599.7662,33.0062,30.9241,2.972,1171748.4521,1369590.3795,12.7344,12.1089,1.745,8569246.1721,39.2877,36.1655,8.8911
176,2021-12-24,,313.8508,2846390.8354,31.4985,29.5157,2.8365,1171736.7451,1365910.1035,12.1301,11.5366,1.6623,8575177.0531,37.5483,34.5705,8.4982
177,2021-12-25,,298.9834,2844182.2207,30.0588,28.1706,2.707,1171723.3582,1362230.0663,11.554,10.9909,1.5835,8581107.9581,35.8849,33.0449,8.1223
178,2021-12-26,,284.8485,2841973.912,28.6842,26.8862,2.5834,1171708.373,1358550.2637,11.0049,10.4706,1.5084,8587038.8758,34.2941,31.5856,7.7629
179,2021-12-27,,271.4075,2839765.8994,27.3716,25.6596,2.4654,1171691.8671,1354870.6916,10.4815,9.9746,1.4368,8592969.7948,32.7729,30.1899,7.4191
