,Date,CumulativeSumAdmitted,SC1-6M-VS1 HSC 15.0%,S-SC1-6M-VS1 HSC 15.0%,E-SC1-6M-VS1 HSC 15.0%,IS-SC1-6M-VS1 HSC 15.0%,IA-SC1-6M-VS1 HSC 15.0%,R-SC1-6M-VS1 HSC 15.0%,V1-SC1-6M-VS1 HSC 15.0%,Ev1-SC1-6M-VS1 HSC 15.0%,ISv1-SC1-6M-VS1 HSC 15.0%,IAv1-SC1-6M-VS1 HSC 15.0%,V2-SC1-6M-VS1 HSC 15.0%,Ev2-SC1-6M-VS1 HSC 15.0%,ISv2-SC1-6M-VS1 HSC 15.0%,IAv2-SC1-6M-VS1 HSC 15.0%
27,2021-07-28,201368.0,201192.8106,9440142.0885,8035.7591,7209.8009,623.3904,204377.9671,452234.0501,316.4788,272.1993,33.6871,643435.6146,212.6005,147.7133,37.513
28,2021-07-29,202065.0,201987.4291,9418392.4761,8340.4985,7488.2679,647.2225,205544.0284,453921.0088,330.4519,284.4553,35.1829,661436.5565,228.1354,159.438,40.3534
29,2021-07-30,203096.0,202813.4867,9396571.3887,8655.604,7776.4453,671.8735,206754.1074,455604.4756,344.9965,297.2133,36.741,679432.6961,244.5482,171.8826,43.3583
30,2021-07-31,204199.0,203672.1169,9374676.4243,8981.3771,8074.6231,697.3675,208010.0764,457284.3143,360.1328,310.494,38.3635,697423.8131,261.8794,185.079,46.5354
31,2021-08-01,205392.0,204566.1355,9352114.5114,9853.9714,8426.4298,732.308,209315.2465,458936.0285,397.9809,325.9846,40.5302,715389.9165,298.1088,200.1219,50.5753
32,2021-08-02,206535.0,205941.1036,9319818.2654,10627.6993,8470.9785,771.6649,210682.1169,471494.8548,433.4112,329.8299,43.2471,732106.5547,332.1085,208.507,55.5088
33,2021-08-03,207501.0,207335.6515,9287483.6907,11297.0613,8624.5128,817.8164,212121.4807,484048.5339,467.2627,338.4637,46.4021,748818.4702,363.5598,220.1267,61.0359
34,2021-08-04,208632.0,208764.7591,9255082.0698,11907.3827,8854.8021,866.0652,213637.7911,496594.9547,501.1129,350.9332,49.8191,765524.5897,393.963,234.2828,66.8357
35,2021-08-05,209704.0,210239.1305,9222593.3435,12487.4407,9140.4269,914.4272,215234.6238,509132.9951,535.9756,366.6137,53.4318,782224.0233,424.3117,250.4779,72.7816
36,2021-08-06,211350.0,211766.6562,9190003.2882,13055.5484,9467.2749,962.2863,216915.0813,521661.7272,572.5065,385.1056,57.2284,798916.0452,455.2721,268.3764,78.8463
37,2021-08-07,212937.0,213353.4046,9157301.336,13623.4112,9826.1389,1009.6685,218682.0428,534180.341,611.136,406.1621,61.2221,815600.0298,487.2994,287.766,85.0502
38,2021-08-08,214312.0,215004.279,9124479.1867,14198.5741,10211.0889,1056.8619,220538.3177,546688.0944,652.1561,429.6392,65.4353,832275.4092,520.7145,308.5249,91.4332
39,2021-08-09,216051.0,216723.4527,9091529.9262,14785.9685,10618.376,1104.2283,222486.7391,559184.2791,695.7752,455.462,69.8926,848941.6461,555.7528,330.5966,98.0407
40,2021-08-10,217251.0,218514.6547,9058447.4707,15388.8863,11045.6988,1152.1173,224530.221,571668.1988,742.1538,483.6025,74.6173,865598.2145,592.597,353.9702,104.9168
41,2021-08-11,219401.0,220381.358,9025226.214,16009.5937,11491.7134,1200.8328,226671.7916,584139.154,791.426,514.0644,79.6305,882244.5885,631.3969,378.6666,112.1023
42,2021-08-12,221305.0,222326.9032,8991860.8058,16649.7172,11955.7069,1250.6262,228914.6143,596596.4319,843.7139,546.874,84.9512,898880.2331,672.2832,404.7279,119.6336
43,2021-08-13,223724.0,224354.5792,8958346.0143,17310.4827,12437.3829,1301.7002,231261.9988,609039.3,899.1358,582.0739,90.5966,915504.5994,715.3758,432.2111,127.5436
44,2021-08-14,225805.0,226467.677,8924676.6368,17992.8673,12936.7179,1354.2167,233717.4098,621467.0003,957.8109,619.719,96.5828,932117.1204,760.7892,461.183,135.8619
45,2021-08-15,228379.0,228669.5242,8890847.4481,18697.6942,13453.8652,1408.3065,236284.4679,633878.7471,1019.8627,659.8746,102.9251,948717.2084,808.636,491.7172,144.6162
46,2021-08-16,231198.0,230963.5067,8856853.1681,19425.6879,13989.0952,1464.0761,238966.9514,646273.7241,1085.42,702.6143,109.6386,965304.2531,859.0291,523.8921,153.8326
47,2021-08-17,233039.0,233353.0874,8822688.4388,20177.5092,14542.7562,1521.6141,241768.8041,658651.0812,1154.6183,748.0199,116.7387,981877.6195,912.0829,557.7899,163.5361
48,2021-08-18,235358.0,235841.8107,8788347.8182,20953.781,15115.2419,1580.9965,244694.1233,671009.9355,1227.5995,796.1796,124.2408,998436.648,967.9141,593.4954,173.7515
49,2021-08-19,237960.0,238433.314,8753825.7704,21755.0956,15706.9799,1642.2897,247747.1715,683349.3675,1304.5123,847.1889,132.1611,1014980.6519,1026.6425,631.0963,184.5032
50,2021-08-20,241123.0,241131.3317,8719116.6625,22582.0254,16318.416,1705.5533,250932.3726,695668.4208,1385.512,901.1496,140.5159,1031508.9169,1088.3911,670.6824,195.816
51,2021-08-21,244397.0,243939.6923,8684214.7712,23435.1286,16950.0053,1770.8428,254254.3026,707966.1032,1470.76,958.1693,149.3226,1048020.7021,1153.2864,712.3458,207.7148
52,2021-08-22,247420.0,246862.3392,8649114.2654,24314.9453,17602.2102,1838.209,257717.7202,720241.3784,1560.4246,1018.3624,158.5991,1064515.2337,1221.4586,756.1811,220.2252
53,2021-08-23,250919.0,249903.3122,8613809.2291,25222.004,18275.4921,1907.7008,261327.5333,732493.1732,1654.6795,1081.8488,168.3639,1080991.7101,1293.0412,802.2854,233.3732
54,2021-08-24,253118.0,253066.7558,8578293.6564,26156.8188,18970.3103,1979.3649,265088.8116,744720.3732,1753.7039,1148.7539,178.6364,1097449.2993,1368.1714,850.7578,247.1855
55,2021-08-25,255551.0,256356.9203,8542561.4569,27119.8863,19687.1211,2053.2462,269006.7873,756921.8225,1857.6826,1219.2087,189.4364,1113887.1376,1446.9899,901.7003,261.6894
56,2021-08-26,258456.0,259778.1647,8506606.4575,28111.6859,20426.3735,2129.3875,273086.8589,769096.3212,1966.8054,1293.3496,200.7844,1130304.3288,1529.6409,955.2175,276.9129
57,2021-08-27,261777.0,263334.9497,8470422.4134,29132.6791,21188.5085,2207.8303,277334.5796,781242.6279,2081.2668,1371.3179,212.7017,1146699.9453,1616.2718,1011.4163,292.8847
58,2021-08-28,265522.0,267031.8369,8434002.8858,30183.4341,21973.958,2288.6147,281755.6569,793359.4493,2201.2757,1453.2593,225.21,1163073.02,1707.041,1070.4063,309.634
59,2021-08-29,269003.0,270873.5661,8397327.365,31277.1406,22784.1969,2371.9904,286356.0101,805444.3218,2328.0594,1539.4037,238.3545,1179421.6846,1802.8915,1132.3477,327.2221
60,2021-08-30,273167.0,274865.1958,8360402.5124,32399.9897,23620.278,2458.0638,291141.8497,817496.8937,2460.7098,1629.9593,252.1667,1195745.7004,1903.12,1197.3934,345.6915
61,2021-08-31,275809.0,279011.865,8323221.345,33553.0368,24482.1769,2546.7425,296119.5488,829515.699,2599.4946,1725.0595,266.6574,1212043.9693,2007.9295,1265.6497,365.0561
62,2021-09-01,278759.0,283318.7589,8285777.0819,34737.0564,25369.9927,2637.9945,301295.6266,841499.166,2744.666,1824.8509,281.8437,1228315.3185,2117.5117,1337.2274,385.3391
63,2021-09-02,281236.0,287791.115,8252594.6951,35954.779,26284.0084,2731.8403,306676.7344,850753.4109,2895.3966,1929.437,297.7313,1242718.4051,2231.6668,1412.2278,406.5585
64,2021-09-03,284958.0,292434.2748,8219136.0434,37208.5215,27224.9512,2828.3881,312269.6955,859968.439,3051.0093,2038.7422,314.2792,1257090.9346,2350.2478,1490.701,428.7051
65,2021-09-04,288756.0,297253.688,8185388.2924,38498.3201,28193.54,2927.7277,318081.4951,869146.1157,3211.9461,2152.7095,331.4655,1271434.0139,2473.5114,1572.6998,451.7826
66,2021-09-05,292285.0,302254.9413,8151335.2886,39832.3109,29191.0191,3030.0472,324119.2946,878284.1371,3379.3341,2271.402,349.308,1285745.8248,2602.2604,1658.3282,475.8321
67,2021-09-06,296131.0,307443.8822,8116977.8986,41201.6789,30218.3234,3135.4352,330390.5289,887381.6786,3552.7496,2394.9199,367.8294,1300025.6839,2736.1181,1747.7027,500.8922
68,2021-09-07,299265.0,312826.4281,8082308.6403,42606.8146,31275.6066,3243.8381,336902.7773,896437.1358,3732.5576,2523.3464,387.045,1314272.3042,2875.328,1840.9184,526.9853
69,2021-09-08,302394.0,318408.5572,8047320.0287,44048.0271,32363.0371,3355.2318,343663.7714,905448.8606,3919.0944,2656.802,406.9787,1328484.3612,3020.1212,1938.0845,554.143
70,2021-09-09,306219.0,324196.309,8012004.6553,45525.5017,33480.7815,3469.6082,350681.3841,914415.171,4112.6676,2795.4343,427.6591,1342660.5,3170.716,2039.3214,582.4016
71,2021-09-10,309258.0,330195.7911,7976355.1857,47039.3218,34628.9908,3586.9658,357963.6344,923334.3483,4313.5615,2939.4107,449.1166,1356799.3331,3327.32,2144.7587,611.8001
72,2021-09-11,313932.0,336413.18,7940364.2061,48589.6399,35807.7935,3707.305,365518.6828,932204.6218,4522.0567,3088.9116,471.3823,1370899.4282,3490.1443,2254.5332,642.3785
73,2021-09-12,317322.0,342854.7429,7904019.1615,50181.2156,37017.7097,3830.7097,373354.8382,941023.665,4738.8857,3244.1648,494.4981,1384958.9179,3659.7553,2368.81,674.1925
74,2021-09-13,320955.0,349526.9012,7867318.0402,51808.4042,38259.0455,3957.2015,381480.6026,949790.1472,4963.7449,3405.3878,518.4978,1398976.6998,3835.9229,2487.7521,707.2871
75,2021-09-14,323731.0,356436.1231,7830253.7353,53471.206,39531.6474,4086.721,389904.603,958502.1921,5196.8815,3572.7607,543.4035,1412951.2443,4018.8464,2611.4997,741.6925
76,2021-09-15,326641.0,363588.9012,7792819.2788,55169.4905,40835.3716,4219.2281,398635.573,967157.8927,5438.5262,3746.4674,569.2395,1426880.9929,4208.7165,2740.1947,777.4422
77,2021-09-16,329599.0,370991.7549,7755007.8926,56902.978,42170.063,4354.6917,407682.3524,975755.3147,5688.8923,3926.6922,596.0305,1440764.3592,4405.7134,2873.9803,814.5715
78,2021-09-17,333172.0,378651.2273,7716812.9934,58671.2629,43535.5375,4493.0811,417053.8794,984292.4972,5948.1784,4113.6179,623.8008,1454599.7307,4610.0089,3012.9995,853.1159
79,2021-09-18,336515.0,386573.8803,7678228.1751,60473.8554,44931.5695,4634.3628,426759.1828,992767.4512,6216.5728,4307.4239,652.5742,1468385.4659,4821.7696,3157.3948,893.1103
80,2021-09-19,339199.0,394766.3005,7639243.8888,62313.2019,46358.1345,4778.5487,436807.3787,1001177.7953,6494.5851,4508.3105,682.3808,1482119.6112,5041.415,3307.3227,934.5996
81,2021-09-20,,403235.127,7599857.3838,64185.1399,47815.061,4925.6124,447207.6837,1009521.8413,6782.004,4716.4642,713.2451,1495800.7451,5268.8058,3462.9348,977.621
82,2021-09-21,,411986.9872,7560062.9792,66088.9224,49301.8409,5075.4689,457969.376,1017797.537,7078.9865,4932.037,745.1827,1509427.1558,5504.0913,3624.3619,1022.2005
83,2021-09-22,,421028.4679,7519855.2738,68023.6799,50817.929,5228.0408,469101.7694,1026002.8155,7385.675,5155.1758,778.2098,1522997.1121,5747.4119,3791.7322,1068.3653
84,2021-09-23,,430366.1082,7479229.2167,69988.3846,52362.7259,5383.2502,480614.2027,1034135.6023,7702.1927,5386.0211,812.3426,1536508.8688,5998.8947,3965.1698,1116.1426
85,2021-09-24,,440006.3892,7438180.1235,71981.862,53935.5662,5541.0145,492516.0251,1042193.8189,8028.6441,5624.7052,847.5959,1549960.6693,6258.6544,4144.7948,1165.5591
86,2021-09-25,,449955.7198,7396703.4711,74003.0129,55535.7207,5701.247,504816.5802,1050175.3587,8365.1406,5871.3524,883.9838,1563350.7259,6526.8131,4330.7228,1216.6401
87,2021-09-26,,460220.4376,7354793.6985,76051.8678,57162.5154,5863.8783,517525.1969,1058077.9451,8711.928,6126.0921,921.5232,1576677.1091,6803.6001,4523.0734,1269.4155
88,2021-09-27,,470806.8105,7312449.0378,78124.9941,58815.138,6028.8123,530651.1846,1065899.7095,9068.8338,6389.0376,960.2262,1589938.199,7088.919,4721.9575,1323.9091
89,2021-09-28,,481720.9825,7269666.5609,80220.6742,60492.5011,6195.9082,544203.7914,1073638.6037,9435.8847,6660.2691,1000.0973,1603132.2256,7382.8311,4927.466,1380.1344
90,2021-09-29,,492968.9477,7226443.7674,82337.0921,62193.452,6365.0283,558192.1794,1081292.5903,9813.0904,6939.8566,1041.1409,1616257.418,7685.3858,5139.6826,1438.1054
91,2021-09-30,,504556.541,7182778.6879,84472.2767,63916.7459,6536.027,572625.4081,1088859.6583,10200.4352,7227.8566,1083.3596,1629312.0152,7996.6146,5358.682,1497.8337
92,2021-10-01,,516489.4141,7138669.929,86624.0954,65661.0404,6708.7508,587512.4075,1096337.8295,10597.8764,7524.3104,1126.754,1642294.2719,8316.5289,5584.5294,1559.3285
93,2021-10-02,,528773.0321,7094116.6602,88790.2712,67424.8931,6883.0365,602861.9726,1103725.1605,11005.3454,7829.2441,1171.3222,1655202.4598,8645.1216,5817.28,1622.5959
94,2021-10-03,,541441.4782,7042933.3791,96579.0633,69654.1511,7148.3794,618699.6239,1110203.1126,12163.6865,8197.7002,1233.066,1667389.7368,9567.7257,6091.1895,1709.9774
95,2021-10-04,,554627.8772,6990848.7698,103778.9142,72631.1483,7536.2101,635112.6985,1116514.1271,13263.7224,8667.3511,1318.2482,1679440.5801,10446.7813,6434.036,1830.3017
96,2021-10-05,,568457.1533,6937618.2554,110716.9792,76173.3357,7991.3261,652192.5611,1122621.2805,14349.3394,9218.7204,1417.5668,1691325.1735,11317.0924,6837.2058,1970.6869
97,2021-10-06,,583026.5633,6883068.7025,117596.8307,80160.9099,8485.6122,670021.6047,1128496.0357,15448.9245,9839.0286,1526.2771,1703020.1449,12201.3576,7293.9268,2124.5931
98,2021-10-07,,598415.4498,6827072.3319,124544.3464,84515.7567,9005.5675,688676.9071,1134115.0909,16581.0122,10520.182,1642.151,1714506.0966,13114.5893,7799.3181,2288.988
99,2021-10-08,,614691.6805,6769530.506,131636.3606,89187.1943,9545.3382,708232.4855,1139458.3946,17757.8546,11257.3179,1764.3115,1725766.0428,14066.9107,8350.1514,2462.7278
100,2021-10-09,,631915.8629,6710363.7491,138918.5292,94142.3533,10102.8678,728760.6768,1144507.9087,18987.6727,12047.7647,1892.5747,1736784.4301,15065.3237,8944.5285,2645.6422
101,2021-10-10,,650144.0641,6649505.7205,146416.399,99359.7071,10677.825,750332.9672,1149246.855,20276.065,12890.3069,2027.0854,1747546.534,16114.8168,9581.5624,2838.0284
102,2021-10-11,,669429.5209,6586899.6962,154142.2089,104824.735,11270.5209,773020.467,1153659.2734,21626.8781,13784.6682,2168.1221,1758038.1013,17219.0517,10261.1019,3040.3793
103,2021-10-12,,689823.6794,6522496.623,162099.0501,110527.0006,11881.3615,796894.1572,1157729.7831,23042.74,14731.1487,2315.9931,1768245.1487,18380.784,10983.5073,3253.24
104,2021-10-13,,711376.7761,6456254.1806,170283.3616,116458.1797,12510.5904,822024.9791,1161443.4763,24525.3745,15730.3677,2470.9863,1778153.8675,19602.113,11749.4732,3477.1374
105,2021-10-14,,734138.112,6388136.4719,178686.4105,122610.7132,13158.1767,848483.8153,1164785.8993,26075.7821,16783.0811,2633.3438,1787750.597,20884.6242,12559.8915,3712.5461
106,2021-10-15,,758156.1123,6318114.1079,187295.1366,128976.8853,13823.7781,876341.3892,1167743.0924,27694.3327,17890.0486,2803.2516,1797021.8445,22229.4621,13415.7472,3959.8732
107,2021-10-16,,783478.22,6246164.657,196092.5869,135548.131,14506.7274,905668.0863,1170301.6823,29380.7989,19051.9287,2980.8332,1805954.3454,23637.3565,14318.0325,4219.4509
108,2021-10-17,,810150.7236,6172272.948,205058.2483,142314.6056,15206.0487,936533.7438,1172448.9753,31134.3766,20269.2056,3166.15,1814535.1348,25108.6341,15267.6831,4491.535
109,2021-10-18,,838218.4641,6096431.7445,214168.1249,149264.8194,15920.4606,969007.3698,1174173.0968,32953.6636,21542.1241,3359.1977,1822751.6487,26643.198,16265.5236,4776.3015
110,2021-10-19,,867724.5274,6018642.234,223394.8411,156385.4108,16648.3887,1003156.8485,1175463.1208,34836.6433,22870.6411,3559.9063,1830591.8261,28240.5096,17312.2247,5073.8445
111,2021-10-20,,898709.8023,5938914.9347,232707.5943,163660.8628,17387.962,1039048.543,1176309.258,36780.6362,24254.3653,3768.1346,1838044.2492,29899.5428,18408.2548,5384.169
112,2021-10-21,,931212.5158,5857270.3809,242072.185,171073.3466,18137.0182,1076746.8614,1176703.0318,38782.2645,25692.5129,3983.6677,1845098.2855,31618.7467,19553.8409,5707.1856
113,2021-10-22,,965267.862,5773739.3045,251451.2758,178602.6737,18893.1228,1116313.8752,1176637.4013,40837.4544,27183.8767,4206.2163,1851744.2037,33396.0322,20748.937,6042.7083
114,2021-10-23,,1000907.4846,5688363.2778,260804.4383,186226.2224,19653.5699,1157808.8204,1176106.9452,42941.3984,28726.7904,4435.413,1857973.3282,35228.7297,21993.1918,6390.4465
115,2021-10-24,,1038158.9559,5601195.2144,270088.3011,193918.8906,20415.3904,1201287.575,1175108.0364,45088.5314,30319.0937,4670.8093,1863778.193,37113.5542,23285.915,6749.9992
116,2021-10-25,,1077045.2769,5512299.628,279256.8403,201653.0964,21175.3634,1246802.129,1173638.9939,47272.5316,31958.1022,4911.8727,1869152.6878,39046.5852,24626.0453,7120.8483
117,2021-10-26,,1117584.3363,5421752.8432,288261.6883,209398.84,21930.0334,1294399.9994,1171700.239,49486.3212,33640.5839,5157.9855,1874092.2134,41023.2461,26012.1223,7502.3526
118,2021-10-27,,1159788.4223,5329643.0366,297052.486,217123.8151,22675.7331,1344123.679,1169294.4213,51722.081,35362.7441,5408.4448,1878593.8174,43038.2932,27442.262,7893.7446
119,2021-10-28,,1203663.7267,5236070.133,305577.3522,224793.541,23408.605,1396010.051,1166426.5355,53971.2812,37120.2122,5662.4618,1882656.3306,45085.8143,28914.1341,8294.1261
120,2021-10-29,,1249209.8591,5141145.5595,313783.3936,232371.5606,24124.6319,1450089.7909,1163104.0194,56224.723,38908.0382,5919.1642,1886280.4957,47159.235,30424.9426,8702.4659
121,2021-10-30,,1296419.4015,5044991.8274,321617.2622,239819.6936,24819.676,1506386.7868,1159336.8266,58472.5944,40720.6971,6177.5996,1889469.0806,49251.3354,31971.412,9117.5997
122,2021-10-31,,1345277.5081,4947741.9286,329025.7898,247098.3298,25489.5157,1564917.5743,1155137.4683,60704.5437,42552.1027,6436.7394,1892226.9752,51354.2809,33549.7788,9538.2312
123,2021-11-01,,1395761.6032,4849538.5276,335956.6347,254166.7752,26129.8911,1625690.851,1150521.0127,62909.7662,44395.6328,6695.4859,1894561.2551,53459.6651,35155.7909,9962.936
124,2021-11-02,,1447840.8114,4750533.2916,342359.0527,260983.6317,26736.5553,1688706.6748,1145505.1508,65077.0959,46244.1476,6952.678,1896481.3162,55558.5478,36784.6964,10390.1636
125,2021-11-03,,1501476.1694,4650885.3576,348184.5013,267507.2646,27305.3253,1753956.4576,1140110.0096,67195.1344,48090.0595,7207.1037,1897998.7864,57641.5478,38431.2801,10818.2512
126,2021-11-04,,1556620.3542,4550760.2881,353387.3692,273696.2296,27832.1337,1821422.4412,1134358.1116,69252.3636,49925.3757,7457.51,1899127.5702,59698.907,40089.8737,11245.4318
127,2021-11-05,,1613217.5445,4450328.7563,357925.7453,279509.7496,28313.0812,1891077.2669,1128274.2769,71237.2796,51741.7577,7702.6136,1899883.8512,61720.5758,41754.3783,11669.8454
128,2021-11-06,,1671203.7604,4349764.9779,361761.884,284908.2016,28744.4902,1962884.0787,1121885.3938,73138.5213,53530.6037,7941.1156,1900285.9634,63696.3153,43418.3131,12089.5564
129,2021-11-07,,1730506.0191,4249245.5792,364863.3493,289853.7636,29122.9845,2036795.2093,1115220.4805,74945.031,55283.0986,8171.7138,1900354.5713,65615.7808,45074.8131,12502.5613
130,2021-11-08,,1791043.5994,4148947.4762,367203.0438,294310.8374,29445.5154,2112753.2512,1108310.1995,76646.1896,56990.3443,8393.1211,1900112.2892,67468.6702,46716.7321,12906.8186
131,2021-11-09,,1852728.1288,4049046.4404,368759.7031,298246.6226,29709.4336,2190690.8191,1101186.6869,78231.9453,58643.4459,8604.0814,1899583.6142,69244.8244,48336.6879,13300.2668
132,2021-11-10,,1915463.9307,3949715.4766,369518.5371,301631.4663,29912.4989,2270530.5303,1093883.3109,79692.9674,60233.6001,8803.3821,1898794.7907,70934.3526,49927.1238,13680.8443
133,2021-11-11,,1979148.5635,3851123.3014,369471.3546,304439.3913,30052.9349,2352185.247,1086434.3939,81020.7597,61752.2014,8989.8704,1897773.6241,72527.7477,51480.3794,14046.5121
134,2021-11-12,,2043673.4701,3753432.8026,368616.7067,306648.5048,30129.4738,2435558.416,1078874.912,82207.7719,63190.9489,9162.4709,1896549.2695,74016.0032,52988.7717,14395.2797
135,2021-11-13,,2108924.6847,3656799.6798,366959.9594,308241.29,30141.3562,2520544.4948,1071240.2029,83247.5007,64541.9409,9320.1965,1895152.0099,75390.7262,54444.6708,14725.2258
136,2021-11-14,,2174783.6148,3561371.1683,364513.1869,309204.8994,30088.3547,2607029.4744,1063565.6677,84134.5671,65797.7732,9462.1624,1893613.0203,76644.2401,55840.5839,15034.5222
137,2021-11-15,,2241127.8911,3467284.9162,361294.9707,309531.3454,29970.7785,2694891.5006,1055886.4782,84864.7781,66951.6289,9587.5972,1891964.1206,77769.6773,57169.2371,15321.4561
138,2021-11-16,,2307832.2653,3374668.0242,357330.0908,309217.6189,29789.4646,2784001.5797,1048237.2933,85435.1678,67997.3603,9695.852,1890237.5228,78761.0624,58423.6572,15584.4501
139,2021-11-17,,2374769.524,3283636.2805,352649.1083,308265.7285,29545.7668,2874224.3459,1040651.9971,85844.0161,68929.5599,9786.4078,1888465.5834,79613.3774,59597.2487,15822.0813
140,2021-11-18,,2441811.4639,3194293.5365,347287.8518,306682.6602,29241.5326,2965418.927,1033163.4435,86090.8487,69743.6229,9858.8806,1886680.547,80322.616,60683.8701,16033.0979
