,Date,CumulativeSumAdmitted,AL4_Negros oriental_SC1 HSC 16.0%,S-AL4_Negros oriental_SC1 HSC 16.0%,E-AL4_Negros oriental_SC1 HSC 16.0%,IS-AL4_Negros oriental_SC1 HSC 16.0%,IA-AL4_Negros oriental_SC1 HSC 16.0%,R-AL4_Negros oriental_SC1 HSC 16.0%,V1-AL4_Negros oriental_SC1 HSC 16.0%,Ev1-AL4_Negros oriental_SC1 HSC 16.0%,ISv1-AL4_Negros oriental_SC1 HSC 16.0%,IAv1-AL4_Negros oriental_SC1 HSC 16.0%,V2-AL4_Negros oriental_SC1 HSC 16.0%,Ev2-AL4_Negros oriental_SC1 HSC 16.0%,ISv2-AL4_Negros oriental_SC1 HSC 16.0%,IAv2-AL4_Negros oriental_SC1 HSC 16.0%
158,2021-12-06,,21065.7684,910279.1009,176.7595,168.2091,15.5002,25512.2953,76227.6879,12.2837,11.548,1.5198,393128.0599,30.4506,26.896,6.5442
159,2021-12-07,,21099.0919,907762.2177,171.3182,163.1286,15.0272,25573.5738,76222.5249,11.9371,11.2286,1.4773,395615.7262,29.7874,26.3332,6.4041
160,2021-12-08,,21131.4519,905246.3614,166.0256,158.1837,14.5669,25633.1445,76217.422,11.5991,10.917,1.4358,398103.4133,29.1343,25.7782,6.2661
161,2021-12-09,,21162.873,902731.5057,160.8783,153.3714,14.1192,25691.0466,76212.3778,11.2695,10.6128,1.3954,400591.1193,28.4912,25.231,6.1301
162,2021-12-10,,21193.3791,900217.6254,155.873,148.6886,13.6837,25747.3186,76207.3906,10.9481,10.3161,1.356,403078.842,27.8582,24.6918,5.9962
163,2021-12-11,,21222.9936,897704.6956,151.0062,144.1326,13.2601,25801.9985,76202.4591,10.6347,10.0265,1.3175,405566.5796,27.2353,24.1604,5.8643
164,2021-12-12,,21251.7395,895192.6921,146.2749,139.7004,12.8482,25855.1239,76197.5819,10.3292,9.7441,1.28,408054.33,26.6224,23.6369,5.7345
165,2021-12-13,,21279.6394,892681.5914,141.6757,135.3893,12.4477,25906.7314,76192.7574,10.0314,9.4686,1.2435,410542.0912,26.0194,23.1214,5.6067
166,2021-12-14,,21306.7152,890171.3703,137.2056,131.1963,12.0582,25956.8574,76187.9844,9.7411,9.2,1.2078,413029.8614,25.4264,22.6137,5.481
167,2021-12-15,,21332.9884,887662.0065,132.8615,127.1188,11.6797,26005.5375,76183.2616,9.4583,8.938,1.1731,415517.6386,24.8434,22.1138,5.3573
168,2021-12-16,,21358.4801,885153.4779,128.6403,123.1542,11.3117,26052.8067,76178.5875,9.1827,8.6826,1.1392,418005.4208,24.2701,21.6218,5.2356
169,2021-12-17,,21383.2109,882645.7633,124.5391,119.2997,10.9541,26098.6994,76173.9609,8.9141,8.4335,1.1062,420493.2062,23.7067,21.1377,5.1159
170,2021-12-18,,21407.2009,880138.8419,120.555,115.5528,10.6066,26143.2493,76169.3807,8.6526,8.1908,1.074,422980.9928,23.153,20.6614,4.9983
171,2021-12-19,,21430.4698,877632.6932,116.685,111.911,10.269,26186.4897,76164.8454,8.3978,7.9542,1.0427,425468.7787,22.609,20.1929,4.8826
172,2021-12-20,,21453.0369,875127.2976,112.9265,108.3716,9.941,26228.4531,76160.354,8.1496,7.7236,1.0121,427956.5622,22.0746,19.7321,4.769
173,2021-12-21,,21474.921,872622.6358,109.2767,104.9324,9.6224,26269.1715,76155.9053,7.9079,7.4989,0.9824,430444.3412,21.5498,19.279,4.6573
174,2021-12-22,,21496.1405,870118.6888,105.7328,101.5907,9.3129,26308.6762,76151.4982,7.6726,7.2799,0.9534,432932.1141,21.0344,18.8336,4.5475
175,2021-12-23,,21516.7133,867615.4386,102.2922,98.3444,9.0123,26346.9979,76147.1314,7.4435,7.0666,0.9252,435419.8789,20.5285,18.3959,4.4398
176,2021-12-24,,21536.6572,865112.8671,98.9523,95.1911,8.7205,26384.1667,76142.804,7.2205,6.8589,0.8977,437907.6339,20.0319,17.9658,4.3339
177,2021-12-25,,21555.9891,862610.957,95.7105,92.1284,8.4372,26420.2121,76138.5148,7.0034,6.6565,0.871,440395.3773,19.5446,17.5432,4.23
178,2021-12-26,,21574.7259,860109.6915,92.5645,89.1541,8.1621,26455.1631,76134.2628,6.7921,6.4594,0.8449,442883.1073,19.0664,17.1281,4.128
179,2021-12-27,,21592.8839,857609.054,89.5116,86.2661,7.8951,26489.048,76130.047,6.5865,6.2675,0.8196,445370.8222,18.5974,16.7204,4.0279
