,Date,CumulativeSumAdmitted,SC1-6M-VS2 HSC 9.0%,S-SC1-6M-VS2 HSC 9.0%,E-SC1-6M-VS2 HSC 9.0%,IS-SC1-6M-VS2 HSC 9.0%,IA-SC1-6M-VS2 HSC 9.0%,R-SC1-6M-VS2 HSC 9.0%,V1-SC1-6M-VS2 HSC 9.0%,Ev1-SC1-6M-VS2 HSC 9.0%,ISv1-SC1-6M-VS2 HSC 9.0%,IAv1-SC1-6M-VS2 HSC 9.0%,V2-SC1-6M-VS2 HSC 9.0%,Ev2-SC1-6M-VS2 HSC 9.0%,ISv2-SC1-6M-VS2 HSC 9.0%,IAv2-SC1-6M-VS2 HSC 9.0%
50,2021-08-20,57339.0,57531.7779,1436075.9344,3903.6604,4873.5158,339.8715,65281.5875,129441.3159,269.9337,301.2042,31.2621,173001.7235,173.4382,166.9689,33.951
51,2021-08-21,57893.0,58019.0325,1429338.1803,3861.6947,4829.3189,336.3088,66152.387,131087.9607,271.8196,303.3723,31.4924,177269.8313,177.1608,171.172,34.7455
52,2021-08-22,58431.0,58502.7759,1422609.3519,3819.4945,4784.33,332.7422,67021.2138,132734.2337,273.6397,305.543,31.7186,181537.1034,180.8088,175.3803,35.5291
53,2021-08-23,58838.0,58982.94,1415889.4943,3777.0613,4738.631,329.1661,67887.6179,134380.1531,275.3896,307.7051,31.9395,185803.559,184.3783,179.5812,36.3002
54,2021-08-24,59209.0,59459.4613,1409178.6453,3734.4029,4692.2908,325.5772,68751.1816,136025.7367,277.0658,309.8479,32.1539,190069.2172,187.8663,183.7634,37.0575
55,2021-08-25,59725.0,59932.2798,1402476.8369,3691.5308,4645.3684,321.9733,69611.5171,137671.0022,278.6656,311.9618,32.361,194334.0974,191.27,187.9164,37.7997
56,2021-08-26,60200.0,60401.339,1395784.0956,3648.4594,4597.9158,318.3537,70468.2639,139315.9674,280.1869,314.0379,32.5603,198598.2189,194.5871,192.0308,38.526
57,2021-08-27,60572.0,60866.585,1389100.4434,3605.2048,4549.9789,314.7182,71321.0868,140960.6498,281.628,316.0682,32.7511,202861.6013,197.8158,196.098,39.2357
58,2021-08-28,60929.0,61327.9663,1382425.8945,3561.7879,4501.5997,311.0671,72169.6732,142605.0665,282.9879,318.0459,32.9332,207124.2639,200.9545,200.1104,39.9281
59,2021-08-29,61363.0,61785.438,1375759.1489,3519.4141,4452.9151,307.4208,73013.7368,144249.1206,284.3692,319.9725,33.1085,211386.1403,204.0798,204.066,40.6057
60,2021-08-30,61752.0,62238.9691,1369101.5193,3476.7059,4404.0216,303.7857,73853.0211,145892.9412,285.6511,321.8479,33.2775,215647.3335,207.1009,207.9624,41.269
61,2021-08-31,62098.0,62688.5294,1362452.9901,3433.7375,4354.9072,300.1493,74687.2886,147536.5436,286.8376,323.6641,33.4385,219907.8617,210.02,211.7927,41.9157
62,2021-09-01,62306.0,63134.0831,1355813.502,3390.5669,4305.5689,296.5054,75516.3106,149179.9638,287.9317,325.414,33.5903,224167.7778,212.8388,215.5508,42.5444
63,2021-09-02,62596.0,63575.6025,1340208.3646,3345.283,4255.9048,292.8299,76339.8849,154114.1183,289.5375,327.1227,33.7415,234111.7415,216.0933,219.2524,43.1681
64,2021-09-03,62739.0,64013.0347,1324615.8506,3296.4774,4205.4556,289.0386,77157.7971,159047.0514,292.0943,328.9207,33.9265,244054.3436,220.1734,222.9912,43.8405
65,2021-09-04,63148.0,64446.3087,1309036.8636,3244.8342,4153.8169,285.0793,77969.8309,163978.4582,295.3891,330.926,34.167,253995.024,224.8895,226.8594,44.5955
66,2021-09-05,63524.0,64875.3409,1293470.8051,3191.4092,4100.7705,280.9439,78775.7683,168908.3261,299.2993,333.2199,34.4709,263933.7811,230.1277,230.9265,45.4453
67,2021-09-06,63816.0,65300.0452,1277918.2178,3136.033,4046.193,276.6383,79575.3959,173836.7639,303.6147,335.8491,34.8367,273870.7102,235.707,235.2369,46.3874
68,2021-09-07,64065.0,65720.331,1262379.075,3079.0831,3989.9992,272.1702,80368.5015,178763.8233,308.2151,338.8285,35.2571,283805.8617,241.5199,239.8109,47.4103
69,2021-09-08,64298.0,66136.1044,1246853.3455,3020.8728,3932.1723,267.5545,81154.8742,183689.5573,313.001,342.1533,35.7228,293739.2871,247.4775,244.6516,48.4998
70,2021-09-09,64592.0,66547.2716,1231340.9954,2961.6609,3872.7464,262.8096,81934.3062,188614.0198,317.8896,345.8036,36.2241,303671.0393,253.5056,249.7483,49.6406
71,2021-09-10,64823.0,66953.7395,1215841.9862,2901.6635,3811.7917,257.9541,82706.5936,193537.2663,322.8123,349.7492,36.7516,313601.1723,259.5424,255.0802,50.8181
72,2021-09-11,65092.0,67355.4179,1200356.2719,2841.0644,3749.4036,253.0061,83471.5374,198459.3525,327.7123,353.9527,37.2966,323529.7411,265.5369,260.6191,52.0185
73,2021-09-12,65321.0,67752.2203,1184883.5518,2780.2449,3685.7126,247.9861,84228.9449,203380.3003,332.5741,358.3752,37.852,333456.7718,271.4728,266.334,53.2305
74,2021-09-13,65487.0,68144.067,1169424.0119,2719.0751,3620.852,242.9104,84978.6327,208300.2,337.3226,362.9752,38.4111,343382.3486,277.2846,272.1908,54.4437
75,2021-09-14,65614.0,68530.8814,1153977.5837,2657.6814,3554.9401,237.79,85720.4222,213219.1095,341.926,367.7078,38.9675,353306.5288,282.943,278.1521,55.6479
76,2021-09-15,65802.0,68912.5911,1138544.188,2596.1755,3488.0981,232.6356,86454.1423,218137.086,346.3587,372.529,39.5158,363229.3691,288.4242,284.1805,56.8345
77,2021-09-16,66037.0,69289.1275,1123123.7385,2534.656,3420.4485,227.4572,87179.6279,223054.1873,350.5994,377.397,40.0514,373150.9269,293.7085,290.2397,57.9963
78,2021-09-17,66307.0,69660.4261,1107716.1407,2473.2099,3352.1119,222.2642,87896.7211,227970.4711,354.6306,382.272,40.5706,383071.2598,298.7795,296.2946,59.1274
79,2021-09-18,66542.0,70026.4268,1092321.2928,2411.9161,3283.206,217.0648,88605.271,232885.9952,358.438,387.1173,41.0704,392990.4255,303.6235,302.3123,60.2226
80,2021-09-19,66720.0,70387.0741,1076938.9912,2350.9316,3213.8514,211.8684,89305.1343,237800.8,362.0256,391.8998,41.5484,402908.4671,308.2429,308.2628,61.2784
81,2021-09-20,,70742.3185,1061569.2096,2290.2228,3144.1625,206.6824,89996.176,242714.9589,365.3665,396.5895,42.0027,412825.4559,312.6135,314.1184,62.2914
82,2021-09-21,,71092.1146,1046211.8276,2229.8489,3074.2396,201.5123,90678.2693,247628.5297,368.4534,401.1577,42.4313,422741.4501,316.7278,319.853,63.2584
83,2021-09-22,,71436.4213,1030866.7134,2169.8683,3004.179,196.3633,91351.2942,252541.569,371.2809,405.5787,42.8326,432656.5071,320.5804,325.4425,64.1769
84,2021-09-23,,71775.2021,1015533.7291,2110.3344,2934.0723,191.2405,92015.1386,257454.133,373.8452,409.8295,43.2055,442570.6838,324.1672,330.8655,65.0447
85,2021-09-24,,72108.4241,1000212.7309,2051.2968,2864.0072,186.1487,92669.697,262366.2776,376.1433,413.8896,43.549,452484.0369,327.4849,336.1024,65.8603
86,2021-09-25,,72436.0594,984903.5686,1992.801,2794.066,181.0926,93314.8729,267278.0578,378.1737,417.7415,43.8624,462396.6226,330.5314,341.1362,66.6224
87,2021-09-26,,72758.0846,969606.0676,1934.9066,2724.3278,176.0767,93950.5771,272189.5238,379.9394,421.3698,44.1453,472308.4927,333.3091,345.9522,67.3302
88,2021-09-27,,73074.4808,954320.0604,1877.6555,2654.87,171.1053,94576.7287,277100.7277,381.4412,424.7621,44.3975,482219.7009,335.818,350.5378,67.9833
89,2021-09-28,,73385.2337,939045.4063,1821.0586,2585.7621,166.1822,95193.2544,282011.7284,382.6737,427.907,44.6186,492130.3067,338.053,354.8816,68.5811
90,2021-09-29,,73690.333,923781.9338,1765.1525,2517.0686,161.3104,95800.0885,286922.5778,383.6385,430.7948,44.8086,502040.3637,340.0151,358.9737,69.1233
91,2021-09-30,,73989.7727,908529.467,1709.9709,2448.8504,156.4929,96397.1731,291833.3271,384.3379,433.4171,44.9672,511949.9248,341.7059,362.8057,69.6095
92,2021-10-01,,74283.5507,893287.8263,1655.5449,2381.1647,151.7329,96984.4577,296744.0265,384.7745,435.7676,45.0947,521859.0421,343.1276,366.3707,70.0399
93,2021-10-02,,74571.6689,878056.8236,1601.9081,2314.066,147.033,97561.8993,301654.7238,384.9528,437.8409,45.191,531767.7653,344.2838,369.663,70.4145
94,2021-10-03,,74855.6764,862397.672,1946.5536,2280.2574,148.8402,98130.9914,306436.8317,501.5135,448.5283,47.7953,541559.3081,451.121,379.0636,74.78
95,2021-10-04,,75142.4674,846742.3125,2226.1488,2300.2355,159.0346,98698.6469,311212.6301,602.5753,474.0728,53.7911,551344.4214,544.1389,399.8483,84.5584
96,2021-10-05,,75438.5534,831074.514,2467.101,2360.0515,173.2524,99271.736,315976.8382,695.7132,511.4099,61.5915,561118.2709,630.2057,430.4649,97.2353
97,2021-10-06,,75748.9413,815383.28,2686.3208,2450.0988,189.2533,99855.9802,320725.3342,786.0862,558.4601,70.3902,570877.0471,714.0227,469.6412,111.5355
98,2021-10-07,,76077.617,799660.983,2894.622,2563.7881,205.9652,100456.377,325454.7233,877.2647,613.8861,79.8214,580617.5809,798.863,516.4423,126.8842
99,2021-10-08,,76427.8875,783902.169,3098.9025,2696.6143,222.9377,101077.4763,330162.0483,971.7786,676.9015,89.7604,590337.0844,887.0645,570.2569,143.0911
100,2021-10-09,,76802.6218,768102.7922,3303.5427,2845.5033,240.0365,101723.5637,334844.5949,1071.4815,747.1241,100.2098,600032.9756,980.3567,630.7548,160.1686
101,2021-10-10,,77204.4195,752259.7285,3511.299,3008.3573,257.275,102398.7815,339499.7604,1177.7917,824.4666,111.2348,609702.7591,1080.0786,697.8374,178.2299
102,2021-10-11,,77635.7282,736370.4703,3723.8734,3183.7391,274.725,103107.2109,344124.9643,1291.8512,909.0569,122.9289,619343.9446,1187.3228,771.5912,197.4336
103,2021-10-12,,78098.9253,720432.936,3942.275,3370.6528,292.4721,103852.9281,348717.5885,1414.63,1001.1804,135.3955,628953.9911,1303.0308,852.2483,217.955
104,2021-10-13,,78596.3743,704445.3566,4167.0486,3568.3921,310.5941,104640.0445,353274.9353,1546.995,1101.2392,148.7391,638530.268,1428.0551,940.1549,239.9724
105,2021-10-14,,79130.4638,688406.2092,4398.4176,3776.4346,329.1525,105472.7352,357794.1992,1689.7541,1209.7228,163.0624,648070.0268,1563.2007,1035.7476,263.6614
106,2021-10-15,,79703.6343,672314.1837,4636.3725,3994.3671,348.1904,106355.2601,362272.4468,1843.6848,1327.1887,178.4646,657570.3821,1709.2515,1139.5347,289.1938
107,2021-10-16,,80318.3965,656168.1698,4880.7245,4221.8334,367.7328,107291.9806,366706.6035,2009.5522,1454.2481,195.0422,667028.2966,1866.9869,1252.0835,316.7379
108,2021-10-17,,80977.3429,639967.257,5131.138,4458.4954,387.7881,108287.3717,371093.4437,2188.1196,1591.5559,212.8895,676440.5706,2037.1927,1374.0108,346.4598
109,2021-10-18,,81683.1561,623710.7446,5387.1476,4704.0054,408.3499,109346.0324,375429.585,2380.154,1739.8042,232.0994,685803.8343,2220.6664,1505.9758,378.5248
110,2021-10-19,,82438.6128,607398.1586,5648.1673,4957.9836,429.3986,110472.6926,379711.4849,2586.4291,1899.717,252.7641,695114.5421,2418.2206,1648.6755,413.0989
111,2021-10-20,,83246.586,591029.2709,5913.4935,5220.0024,450.902,111672.2191,383935.4393,2807.7245,2072.0459,274.9756,704368.9688,2630.6832,1802.8409,450.3492
112,2021-10-21,,84110.0448,574604.1229,6182.3055,5489.5714,472.8168,112949.6191,388097.5831,3044.8247,2257.5674,298.826,713563.2079,2858.8971,1969.2338,490.4449
113,2021-10-22,,85032.0532,558123.0519,6453.6632,5766.1253,495.0886,114310.0428,392193.8933,3298.5152,2457.0787,324.4076,722693.1705,3103.7172,2148.6449,533.5573
114,2021-10-23,,86015.7663,541586.7174,6726.5041,6049.0145,517.6525,115758.7833,396220.1934,3569.5781,2671.3953,351.8126,731754.5874,3366.0075,2341.8905,579.8601
115,2021-10-24,,87064.426,524996.13,6999.6399,6337.4952,540.4326,117301.2755,400172.16,3858.7871,2901.3469,381.1333,740743.011,3646.6367,2549.8109,629.529
116,2021-10-25,,88181.3552,508352.6793,7271.7538,6630.7212,563.3425,118943.0927,404045.3317,4166.9004,3147.7738,412.4611,749653.8208,3946.4728,2773.2669,682.7408
117,2021-10-26,,89369.9503,491658.1626,7541.3976,6927.7365,586.285,120689.9416,407835.1199,4494.6544,3411.5219,445.8865,758482.2299,4266.3777,3013.1371,739.6734
118,2021-10-27,,90633.6724,474914.8136,7806.9896,7227.4681,609.1518,122547.655,411536.8224,4842.7545,3693.4385,481.4978,767223.2935,4607.1999,3270.314,800.5041
119,2021-10-28,,91976.0372,458125.3297,8066.8145,7528.7208,631.8235,124522.1827,415145.6389,5211.8674,3994.3658,519.3812,775871.9199,4969.7671,3545.7,865.4093
120,2021-10-29,,93400.6038,441292.8977,8319.0233,7830.171,654.1697,126619.58,418656.6895,5602.6106,4315.1349,559.619,784422.8841,5354.8778,3840.2029,934.5622
121,2021-10-30,,94910.9608,424421.2191,8561.6358,8130.3635,676.0486,128845.9937,422065.0359,6015.5428,4656.5589,602.2893,792870.8437,5763.2923,4154.73,1008.1323
122,2021-10-31,,96510.7125,407514.5314,8792.5444,8427.7077,697.3073,131207.6464,425365.7049,6451.1525,5019.4244,647.4645,801210.3569,6195.7227,4490.1823,1086.2831
123,2021-11-01,,98203.462,390577.6274,9009.5197,8720.4761,717.782,133710.8172,428553.7151,6909.8471,5404.4839,695.2105,809435.9042,6652.8226,4847.4477,1169.1706
124,2021-11-02,,99992.7938,373615.8709,9210.2188,9006.8037,737.2982,136361.8214,431624.1062,7391.9404,5812.4456,745.585,817541.9121,7135.1755,5227.3938,1256.9414
125,2021-11-03,,101882.2543,356635.2084,9392.1952,9284.6894,755.6714,139166.9861,434571.9711,7897.641,6243.9641,798.6367,825522.7804,7643.2834,5630.8589,1349.7304
126,2021-11-04,,103875.3312,339642.1755,9552.9115,9551.9982,772.7075,142132.6242,437392.4906,8427.0397,6699.6297,854.4038,833372.9113,8177.5547,6058.6441,1447.6584
127,2021-11-05,,105975.4305,322643.8985,9689.7549,9806.4669,788.204,145265.0054,440080.9705,8980.097,7179.957,912.9123,841086.7428,8738.291,6511.5028,1550.8305
128,2021-11-06,,108185.8536,305648.0901,9800.0546,10045.7099,801.9505,148570.3252,442632.8811,9556.6311,7685.3738,974.175,848658.7835,9325.675,6990.131,1659.3327
129,2021-11-07,,110509.7714,288663.038,9881.1027,10267.2293,813.7305,152054.6706,445043.8986,10156.306,8216.2086,1038.1901,856083.6507,9939.7571,7495.1561,1773.2302
130,2021-11-08,,112950.1986,271697.5877,9930.1771,10468.4256,823.3224,155723.9842,447309.9484,10778.6203,8772.6787,1104.9394,863356.111,10580.4431,8027.1259,1892.5644
131,2021-11-09,,115509.9662,254761.1163,9944.567,10646.6116,830.5016,159584.0259,449427.2491,11422.8973,9354.878,1174.3874,870471.1228,11247.4815,8586.4965,2017.3503
132,2021-11-10,,118191.6933,237863.5,9921.6014,10799.0292,835.042,163640.3324,451392.3582,12088.2753,9962.7646,1246.4795,877423.8812,11940.4513,9173.6203,2147.5741
133,2021-11-11,,120997.7589,221015.0729,9858.6786,10922.8681,836.7183,167898.1752,453202.2168,12773.7003,10596.149,1321.1416,884209.8634,12658.7515,9788.7337,2283.1908
134,2021-11-12,,123930.2725,204226.5778,9753.2986,11015.287,835.3083,172362.5173,454854.1955,13477.9198,11254.6825,1398.2782,890824.8767,13401.5906,10431.9447,2424.1216
135,2021-11-13,,126991.0454,187509.11,9603.0961,11073.4375,830.5951,177037.9691,456346.1373,14199.4792,11937.847,1477.7723,897265.1049,14167.9781,11103.2209,2570.2516
136,2021-11-14,,130181.5618,170874.0509,9405.8761,11094.4908,822.3701,181928.7417,457676.4013,14936.7194,12644.9447,1559.4838,903527.1577,14956.7168,11802.3773,2721.4281
137,2021-11-15,,133502.9494,154332.994,9159.6492,11075.6663,810.4353,187038.601,458843.9037,15687.7778,13375.0896,1643.25,909608.1188,15766.3973,12529.0647,2877.4583
138,2021-11-16,,136955.9544,137897.6688,8862.6642,11014.2615,794.6068,192370.8237,459848.1526,16450.5919,14127.2009,1728.8844,915505.5899,16595.3953,13282.7595,3038.1082
139,2021-11-17,,140540.9148,121579.854,8513.4442,10907.6833,774.7168,197928.1525,460689.2818,17222.9053,14899.9971,1816.1776,921217.735,17441.8702,14062.7543,3203.1014
140,2021-11-18,,144257.7363,105391.2862,8110.8193,10753.481,750.6169,203712.7516,461368.0797,18002.2771,15691.9934,1904.897,926743.3229,18303.7666,14868.1484,3372.1181
141,2021-11-19,,148105.8705,89343.5645,7653.9571,10549.3806,722.1809,209726.1652,461886.0131,18786.0937,16501.4994,1994.7878,932081.7659,19178.8182,15697.8415,3544.7954
142,2021-11-20,,152084.2955,73448.0523,7142.3908,10293.3184,689.3076,215969.2779,462245.2444,19571.5847,17326.621,2085.5737,937233.1536,20064.5551,16550.5282,3720.7267
143,2021-11-21,,156191.4999,57715.7777,6576.0434,9983.4744,651.9229,222442.2781,462448.6432,20355.8407,18165.264,2176.9587,942198.2828,20958.3138,17424.6938,3899.4631
144,2021-11-22,,160425.4688,42157.3314,5955.2482,9618.3053,609.9828,229144.6245,462499.7907,21135.8352,19015.1401,2268.6283,946978.6829,21857.2499,18318.6134,4080.5143
145,2021-11-23,,164783.6755,26782.7711,5280.7639,9196.5746,563.4745,236075.0177,462402.9771,21908.4468,19873.7762,2360.2516,951576.6333,22758.3538,19230.3523,4263.3507
146,2021-11-24,,169263.0747,11601.5235,4553.7847,8717.382,512.419,243231.3753,462163.1924,22670.4865,20738.5262,2451.4836,955995.1768,23658.4695,20157.7692,4447.4057
147,2021-11-25,,173860.1015,-3377.7087,3775.9449,8180.1899,456.8718,250610.8118,461786.1084,23418.7254,21606.5854,2541.9681,960238.1256,24554.316,21098.5216,4632.0787
