Unnamed: 0,regionpsgc,provincepsgc,municipalitycitypsgc,linelist_date,active_cases
230,010000000,015500000,015511000,2020-04-13,4
231,010000000,015500000,015511000,2020-04-14,4
232,010000000,015500000,015511000,2020-04-15,4
233,010000000,015500000,015511000,2020-04-16,4
234,010000000,015500000,015511000,2020-04-17,4
235,010000000,015500000,015511000,2020-04-18,4
236,010000000,015500000,015511000,2020-04-19,4
237,010000000,015500000,015511000,2020-04-20,4
238,010000000,015500000,015511000,2020-04-21,4
239,010000000,015500000,015511000,2020-04-22,4
240,010000000,015500000,015511000,2020-04-23,4
241,010000000,015500000,015511000,2020-04-24,4
242,010000000,015500000,015512000,2020-04-11,1
243,010000000,015500000,015512000,2020-04-12,1
244,010000000,015500000,015512000,2020-04-13,1
245,010000000,015500000,015512000,2020-04-14,1
246,010000000,015500000,015512000,2020-04-15,1
247,010000000,015500000,015512000,2020-04-16,1
248,010000000,015500000,015512000,2020-04-17,1
249,010000000,015500000,015512000,2020-04-18,1
250,010000000,015500000,015512000,2020-04-19,1
251,010000000,015500000,015512000,2020-04-20,1
252,010000000,015500000,015512000,2020-04-21,1
253,010000000,015500000,015512000,2020-04-22,1
254,010000000,015500000,015512000,2020-04-23,1
255,010000000,015500000,015512000,2020-04-24,1
256,010000000,015500000,015518000,2020-04-08,1
257,010000000,015500000,015518000,2020-04-09,1
258,010000000,015500000,015518000,2020-04-10,4
259,010000000,015500000,015518000,2020-04-11,5
260,010000000,015500000,015518000,2020-04-12,5
261,010000000,015500000,015518000,2020-04-13,5
262,010000000,015500000,015518000,2020-04-14,5
263,010000000,015500000,015518000,2020-04-15,5
264,010000000,015500000,015518000,2020-04-16,5
265,010000000,015500000,015518000,2020-04-17,5
266,010000000,015500000,015518000,2020-04-18,5
267,010000000,015500000,015518000,2020-04-19,5
268,010000000,015500000,015518000,2020-04-20,5
269,010000000,015500000,015518000,2020-04-21,5
270,010000000,015500000,015518000,2020-04-22,5
271,010000000,015500000,015518000,2020-04-23,5
272,010000000,015500000,015518000,2020-04-24,5
273,010000000,015500000,015520000,2020-04-12,1
274,010000000,015500000,015520000,2020-04-13,1
275,010000000,015500000,015520000,2020-04-14,1
276,010000000,015500000,015520000,2020-04-15,1
277,010000000,015500000,015520000,2020-04-16,1
278,010000000,015500000,015520000,2020-04-17,1
279,010000000,015500000,015520000,2020-04-18,1
280,010000000,015500000,015520000,2020-04-19,1
281,010000000,015500000,015520000,2020-04-20,1
282,010000000,015500000,015520000,2020-04-21,1
283,010000000,015500000,015520000,2020-04-22,1
284,010000000,015500000,015520000,2020-04-23,1
285,010000000,015500000,015520000,2020-04-24,1
286,010000000,015500000,015522000,2020-04-02,1
287,010000000,015500000,015522000,2020-04-03,1
288,010000000,015500000,015522000,2020-04-04,1
289,010000000,015500000,015522000,2020-04-05,1
290,010000000,015500000,015522000,2020-04-06,1
291,010000000,015500000,015522000,2020-04-07,1
292,010000000,015500000,015522000,2020-04-08,1
293,010000000,015500000,015522000,2020-04-09,1
294,010000000,015500000,015522000,2020-04-10,1
295,010000000,015500000,015522000,2020-04-11,2
296,010000000,015500000,015522000,2020-04-12,2
297,010000000,015500000,015522000,2020-04-13,2
298,010000000,015500000,015522000,2020-04-14,2
299,010000000,015500000,015522000,2020-04-15,2
300,010000000,015500000,015522000,2020-04-16,2
301,010000000,015500000,015522000,2020-04-17,2
302,010000000,015500000,015522000,2020-04-18,2
303,010000000,015500000,015522000,2020-04-19,2
304,010000000,015500000,015522000,2020-04-20,2
305,010000000,015500000,015522000,2020-04-21,2
306,010000000,015500000,015522000,2020-04-22,2
307,010000000,015500000,015522000,2020-04-23,2
308,010000000,015500000,015522000,2020-04-24,2
309,010000000,015500000,015524000,2020-04-02,1
310,010000000,015500000,015524000,2020-04-03,1
311,010000000,015500000,015524000,2020-04-04,1
312,010000000,015500000,015524000,2020-04-05,1
313,010000000,015500000,015524000,2020-04-06,1
314,010000000,015500000,015524000,2020-04-07,1
315,010000000,015500000,015524000,2020-04-08,1
316,010000000,015500000,015524000,2020-04-09,1
317,010000000,015500000,015524000,2020-04-10,1
318,010000000,015500000,015524000,2020-04-11,2
319,010000000,015500000,015524000,2020-04-12,2
320,010000000,015500000,015524000,2020-04-13,2
321,010000000,015500000,015524000,2020-04-14,2
322,010000000,015500000,015524000,2020-04-15,2
323,010000000,015500000,015524000,2020-04-16,2
324,010000000,015500000,015524000,2020-04-17,2
325,010000000,015500000,015524000,2020-04-18,2
326,010000000,015500000,015524000,2020-04-19,2
327,010000000,015500000,015524000,2020-04-20,2
328,010000000,015500000,015524000,2020-04-21,2
329,010000000,015500000,015524000,2020-04-22,2
330,010000000,015500000,015524000,2020-04-23,2
331,010000000,015500000,015524000,2020-04-24,2
332,010000000,015500000,015526000,2020-04-15,1
333,010000000,015500000,015526000,2020-04-16,1
334,010000000,015500000,015526000,2020-04-17,1
335,010000000,015500000,015526000,2020-04-18,1
336,010000000,015500000,015526000,2020-04-19,1
337,010000000,015500000,015526000,2020-04-20,1
338,010000000,015500000,015526000,2020-04-21,1
339,010000000,015500000,015526000,2020-04-22,1
340,010000000,015500000,015526000,2020-04-23,1
341,010000000,015500000,015526000,2020-04-24,1
342,010000000,015500000,015531000,2020-04-10,1
343,010000000,015500000,015531000,2020-04-11,2
344,010000000,015500000,015531000,2020-04-12,2
345,010000000,015500000,015531000,2020-04-13,2
346,010000000,015500000,015531000,2020-04-14,2
347,010000000,015500000,015531000,2020-04-15,2
348,010000000,015500000,015531000,2020-04-16,2
349,010000000,015500000,015531000,2020-04-17,2
350,010000000,015500000,015531000,2020-04-18,2
351,010000000,015500000,015531000,2020-04-19,2
352,010000000,015500000,015531000,2020-04-20,2
353,010000000,015500000,015531000,2020-04-21,2
354,010000000,015500000,015531000,2020-04-22,2
355,010000000,015500000,015531000,2020-04-23,2
356,010000000,015500000,015531000,2020-04-24,2
357,010000000,015500000,015532000,2020-04-13,1
358,010000000,015500000,015532000,2020-04-14,1
359,010000000,015500000,015532000,2020-04-15,2
360,010000000,015500000,015532000,2020-04-16,1
361,010000000,015500000,015532000,2020-04-17,1
362,010000000,015500000,015532000,2020-04-18,1
363,010000000,015500000,015532000,2020-04-19,1
364,010000000,015500000,015532000,2020-04-20,1
365,010000000,015500000,015532000,2020-04-21,1
366,010000000,015500000,015532000,2020-04-22,1
367,010000000,015500000,015532000,2020-04-23,1
368,010000000,015500000,015532000,2020-04-24,1
369,010000000,015500000,015535000,2020-04-15,1
