Unnamed: 0,regionpsgc,provincepsgc,municipalitycitypsgc,linelist_date,active_cases
10284,050000000,050500000,050508000,2020-06-13,3
10285,050000000,050500000,050508000,2020-06-14,3
10286,050000000,050500000,050508000,2020-06-15,3
10287,050000000,050500000,050508000,2020-06-16,3
10288,050000000,050500000,050508000,2020-06-17,3
10289,050000000,050500000,050508000,2020-06-18,3
10290,050000000,050500000,050508000,2020-06-19,3
10291,050000000,050500000,050508000,2020-06-20,3
10292,050000000,050500000,050508000,2020-06-21,2
10293,050000000,050500000,050508000,2020-06-22,2
10294,110000000,112300000,NDA,2020-06-11,1
10295,110000000,112300000,NDA,2020-06-12,1
10296,110000000,112300000,NDA,2020-06-13,1
10297,110000000,112300000,NDA,2020-06-14,1
10298,110000000,112300000,NDA,2020-06-15,1
10299,110000000,112300000,NDA,2020-06-16,1
10300,110000000,112300000,NDA,2020-06-17,1
10301,110000000,112300000,NDA,2020-06-18,1
10302,110000000,112300000,NDA,2020-06-19,1
10303,110000000,112300000,NDA,2020-06-20,1
10304,110000000,112300000,NDA,2020-06-21,1
10305,110000000,112300000,NDA,2020-06-22,1
10306,110000000,112300000,NDA,2020-06-23,1
10307,110000000,112300000,NDA,2020-06-24,1
10308,110000000,112300000,NDA,2020-06-25,1
10309,110000000,112300000,NDA,2020-06-26,1
10310,110000000,112300000,NDA,2020-06-27,1
10311,110000000,112300000,NDA,2020-06-28,1
10312,110000000,112300000,NDA,2020-06-29,1
10313,110000000,112300000,NDA,2020-06-30,1
10314,070000000,072200000,072212000,2020-06-01,1
10315,070000000,072200000,072212000,2020-06-10,1
10316,070000000,072200000,072212000,2020-06-11,1
10317,070000000,072200000,072212000,2020-06-12,1
10318,070000000,072200000,072212000,2020-06-13,1
10319,070000000,072200000,072212000,2020-06-14,2
10320,070000000,072200000,072212000,2020-06-15,2
10321,070000000,072200000,072212000,2020-06-16,2
10322,070000000,072200000,072212000,2020-06-17,2
10323,070000000,072200000,072212000,2020-06-18,2
10324,070000000,072200000,072212000,2020-06-19,2
10325,070000000,072200000,072212000,2020-06-02,1
10326,070000000,072200000,072212000,2020-06-20,3
10327,070000000,072200000,072212000,2020-06-21,3
10328,070000000,072200000,072212000,2020-06-22,4
10329,070000000,072200000,072212000,2020-06-23,4
10330,070000000,072200000,072212000,2020-06-24,4
10331,070000000,072200000,072212000,2020-06-25,4
10332,070000000,072200000,072212000,2020-06-26,4
10333,070000000,072200000,072212000,2020-06-27,4
10334,070000000,072200000,072212000,2020-06-28,4
10335,070000000,072200000,072212000,2020-06-29,4
10336,070000000,072200000,072212000,2020-06-03,1
10337,070000000,072200000,072212000,2020-06-30,5
10338,070000000,072200000,072212000,2020-06-04,1
10339,070000000,072200000,072212000,2020-06-05,1
10340,070000000,072200000,072212000,2020-06-06,1
10341,070000000,072200000,072212000,2020-06-07,1
10342,070000000,072200000,072212000,2020-06-08,1
10343,070000000,072200000,072212000,2020-06-09,1
10344,130000000,133900000,012924000,2020-06-03,5
10345,040000000,042100000,042102000,2020-06-01,2
10346,040000000,042100000,042102000,2020-06-02,2
10347,040000000,042100000,042102000,2020-06-03,2
10348,040000000,042100000,042102000,2020-06-04,2
10349,040000000,042100000,042102000,2020-06-05,2
10350,040000000,042100000,042102000,2020-06-06,2
10351,040000000,042100000,042102000,2020-06-07,2
10352,040000000,042100000,042102000,2020-06-08,2
10353,050000000,051700000,051731000,2020-06-20,1
10354,050000000,051700000,051731000,2020-06-21,1
10355,050000000,051700000,051731000,2020-06-22,1
10356,050000000,051700000,051731000,2020-06-23,1
10357,050000000,051700000,051731000,2020-06-24,1
10358,050000000,051700000,051731000,2020-06-25,1
10359,050000000,051700000,051731000,2020-06-26,1
10360,050000000,051700000,051731000,2020-06-27,1
10361,050000000,051700000,051731000,2020-06-28,1
10362,050000000,051700000,051731000,2020-06-29,1
10363,050000000,051700000,051731000,2020-06-30,1
10364,040000000,043400000,043402000,2020-06-06,12
10365,040000000,043400000,043402000,2020-06-07,12
10366,040000000,043400000,043402000,2020-06-08,12
10367,040000000,043400000,043402000,2020-06-09,12
10368,080000000,086400000,086418000,2020-06-19,8
10369,080000000,086400000,086418000,2020-06-20,8
10370,080000000,086400000,086418000,2020-06-21,8
10371,080000000,086400000,086418000,2020-06-22,8
10372,080000000,086400000,086418000,2020-06-23,8
10373,080000000,086400000,086418000,2020-06-24,8
10374,080000000,086400000,086418000,2020-06-25,8
10375,080000000,086400000,086418000,2020-06-26,8
10376,080000000,086400000,086418000,2020-06-27,8
10377,080000000,086400000,086418000,2020-06-28,8
10378,080000000,086400000,086418000,2020-06-29,8
10379,080000000,086400000,086418000,2020-06-30,8
10380,040000000,045800000,045805000,2020-06-18,45
10381,040000000,045800000,045805000,2020-06-19,45
10382,040000000,045800000,045805000,2020-06-20,45
10383,040000000,045800000,045805000,2020-06-21,44
10384,040000000,045800000,045805000,2020-06-22,50
10385,040000000,045800000,045805000,2020-06-23,49
10386,040000000,045800000,045805000,2020-06-24,49
10387,030000000,030800000,030812000,2020-06-01,6
10388,030000000,030800000,030812000,2020-06-10,7
10389,030000000,030800000,030812000,2020-06-11,7
10390,030000000,030800000,030812000,2020-06-02,6
10391,030000000,030800000,030812000,2020-06-03,6
10392,030000000,030800000,030812000,2020-06-04,6
10393,030000000,030800000,030812000,2020-06-05,6
10394,030000000,030800000,030812000,2020-06-06,6
10395,030000000,030800000,030812000,2020-06-07,6
10396,030000000,030800000,030812000,2020-06-08,6
10397,030000000,030800000,030812000,2020-06-09,6
10398,030000000,037100000,037110000,2020-06-01,3
10399,030000000,037100000,037110000,2020-06-10,4
10400,030000000,037100000,037110000,2020-06-11,4
10401,030000000,037100000,037110000,2020-06-12,4
10402,030000000,037100000,037110000,2020-06-13,4
10403,030000000,037100000,037110000,2020-06-14,4
10404,030000000,037100000,037110000,2020-06-15,4
10405,030000000,037100000,037110000,2020-06-16,3
10406,030000000,037100000,037110000,2020-06-02,3
10407,030000000,037100000,037110000,2020-06-03,3
10408,030000000,037100000,037110000,2020-06-04,4
10409,030000000,037100000,037110000,2020-06-05,4
10410,030000000,037100000,037110000,2020-06-06,4
10411,030000000,037100000,037110000,2020-06-07,4
10412,030000000,037100000,037110000,2020-06-08,4
10413,030000000,037100000,037110000,2020-06-09,4
10414,050000000,050500000,050512000,2020-06-11,1
10415,050000000,050500000,050512000,2020-06-12,1
10416,050000000,050500000,050512000,2020-06-13,1
10417,050000000,050500000,050512000,2020-06-14,1
10418,050000000,050500000,050512000,2020-06-15,1
10419,050000000,050500000,050512000,2020-06-16,1
10420,050000000,050500000,050512000,2020-06-17,1
10421,050000000,050500000,050512000,2020-06-18,1
10422,050000000,050500000,050512000,2020-06-19,1
10423,050000000,050500000,050512000,2020-06-20,2
10424,050000000,050500000,050512000,2020-06-21,2
10425,050000000,050500000,050512000,2020-06-22,2
10426,050000000,050500000,050512000,2020-06-23,2
10427,050000000,050500000,050512000,2020-06-24,2
10428,050000000,050500000,050512000,2020-06-25,2
10429,050000000,050500000,050512000,2020-06-26,3
10430,050000000,050500000,050512000,2020-06-27,3
10431,050000000,050500000,050512000,2020-06-28,3
10432,050000000,050500000,050512000,2020-06-29,3
10433,050000000,050500000,050512000,2020-06-30,3
10434,130000000,133900000,133903000,2020-06-01,12
10435,130000000,133900000,133903000,2020-06-08,10
10436,070000000,074600000,NDA,2020-06-18,8
10437,070000000,074600000,NDA,2020-06-19,8
10438,070000000,074600000,NDA,2020-06-20,8
10439,070000000,074600000,NDA,2020-06-21,8
10440,070000000,074600000,NDA,2020-06-22,8
10441,070000000,074600000,074607000,2020-06-23,2
10442,070000000,074600000,074607000,2020-06-24,2
10443,070000000,074600000,074607000,2020-06-25,2
10444,070000000,074600000,074607000,2020-06-26,2
10445,070000000,074600000,074607000,2020-06-27,2
10446,070000000,074600000,074607000,2020-06-28,2
10447,070000000,074600000,074607000,2020-06-29,2
10448,070000000,074600000,074607000,2020-06-30,2
10449,160000000,160200000,160202000,2020-06-25,21
10450,160000000,160200000,160202000,2020-06-26,21
10451,160000000,160200000,160202000,2020-06-27,21
10452,160000000,160200000,160202000,2020-06-28,21
10453,160000000,160200000,160202000,2020-06-29,22
10454,160000000,160200000,160202000,2020-06-30,23
10455,120000000,126500000,126511000,2020-06-28,2
10456,120000000,126500000,126511000,2020-06-29,2
10457,120000000,126500000,126511000,2020-06-30,2
10458,070000000,072200000,072235000,2020-06-20,2
10459,070000000,072200000,072235000,2020-06-21,2
10460,070000000,072200000,072235000,2020-06-22,3
10461,070000000,072200000,072235000,2020-06-23,7
10462,070000000,072200000,072235000,2020-06-24,7
10463,070000000,072200000,072235000,2020-06-25,7
10464,070000000,072200000,072235000,2020-06-26,8
10465,070000000,072200000,072235000,2020-06-27,9
10466,070000000,072200000,072235000,2020-06-28,9
10467,070000000,072200000,072235000,2020-06-29,9
10468,070000000,072200000,072235000,2020-06-30,9
10469,160000000,166700000,166706000,2020-06-26,8
10470,160000000,166700000,166706000,2020-06-27,8
10471,160000000,166700000,166706000,2020-06-28,8
10472,160000000,166700000,166706000,2020-06-29,8
10473,040000000,045600000,045645000,2020-06-01,4
10474,040000000,045600000,045645000,2020-06-02,4
10475,040000000,045600000,045645000,2020-06-03,4
10476,040000000,045600000,045645000,2020-06-04,4
10477,040000000,045600000,045645000,2020-06-05,4
10478,040000000,045600000,045645000,2020-06-06,4
10479,040000000,045600000,045645000,2020-06-07,4
10480,040000000,045600000,045645000,2020-06-08,4
10481,040000000,045600000,045645000,2020-06-09,4
10482,030000000,036900000,036910000,2020-06-01,4
10483,030000000,036900000,036910000,2020-06-10,4
10484,030000000,036900000,036910000,2020-06-11,4
10485,030000000,036900000,036910000,2020-06-12,2
10486,030000000,036900000,036910000,2020-06-13,2
10487,030000000,036900000,036910000,2020-06-14,1
10488,030000000,036900000,036910000,2020-06-02,4
10489,030000000,036900000,036910000,2020-06-03,4
10490,030000000,036900000,036910000,2020-06-04,4
10491,030000000,036900000,036910000,2020-06-05,4
10492,030000000,036900000,036910000,2020-06-06,4
10493,030000000,036900000,036910000,2020-06-07,4
10494,030000000,036900000,036910000,2020-06-08,4
10495,030000000,036900000,036910000,2020-06-09,4
10496,040000000,045600000,045610000,2020-06-10,1
10497,040000000,045600000,045610000,2020-06-11,1
10498,040000000,045600000,045610000,2020-06-12,1
10499,040000000,045600000,045610000,2020-06-13,1
10500,040000000,045600000,045610000,2020-06-14,1
10501,040000000,045600000,045610000,2020-06-15,4
10502,040000000,045600000,045610000,2020-06-16,5
10503,040000000,045600000,045610000,2020-06-17,6
10504,040000000,045600000,045610000,2020-06-18,6
10505,040000000,045600000,045610000,2020-06-19,6
10506,040000000,045600000,045610000,2020-06-20,6
10507,040000000,045600000,045610000,2020-06-21,6
10508,040000000,045600000,045610000,2020-06-22,4
10509,040000000,045600000,045610000,2020-06-23,4
10510,040000000,045600000,045610000,2020-06-24,4
10511,040000000,045600000,045610000,2020-06-25,4
10512,040000000,045600000,045610000,2020-06-26,4
10513,040000000,045600000,045610000,2020-06-27,4
10514,040000000,045600000,045610000,2020-06-28,4
10515,040000000,045600000,045610000,2020-06-29,4
10516,040000000,045600000,045610000,2020-06-08,1
10517,040000000,045600000,045610000,2020-06-09,1
10518,040000000,045800000,045805000,2020-06-25,46
10519,030000000,035400000,035413000,2020-06-01,5
10520,030000000,035400000,035413000,2020-06-10,6
10521,030000000,035400000,035413000,2020-06-11,6
10522,030000000,035400000,035413000,2020-06-02,5
10523,030000000,035400000,035413000,2020-06-03,5
10524,030000000,035400000,035413000,2020-06-04,5
10525,030000000,035400000,035413000,2020-06-05,5
10526,030000000,035400000,035413000,2020-06-06,5
10527,030000000,035400000,035413000,2020-06-07,5
10528,030000000,035400000,035413000,2020-06-08,5
10529,030000000,035400000,035413000,2020-06-09,6
10530,010000000,NDA,NDA,2020-06-14,3
10531,010000000,NDA,NDA,2020-06-15,3
10532,010000000,NDA,NDA,2020-06-16,3
10533,010000000,NDA,NDA,2020-06-17,3
10534,010000000,NDA,NDA,2020-06-18,3
10535,010000000,NDA,NDA,2020-06-19,3
10536,010000000,NDA,NDA,2020-06-20,3
10537,010000000,NDA,NDA,2020-06-21,3
10538,010000000,NDA,NDA,2020-06-22,3
10539,010000000,NDA,NDA,2020-06-23,3
10540,010000000,NDA,NDA,2020-06-24,3
10541,010000000,NDA,NDA,2020-06-25,3
10542,010000000,NDA,NDA,2020-06-26,3
10543,010000000,NDA,NDA,2020-06-27,3
10544,010000000,NDA,NDA,2020-06-28,2
10545,010000000,NDA,NDA,2020-06-29,2
10546,010000000,NDA,NDA,2020-06-30,2
10547,030000000,035400000,035415000,2020-06-01,3
10548,030000000,035400000,035415000,2020-06-10,3
10549,030000000,035400000,035415000,2020-06-11,3
10550,030000000,035400000,035415000,2020-06-12,3
10551,030000000,035400000,035415000,2020-06-13,3
10552,030000000,035400000,035415000,2020-06-14,3
10553,030000000,035400000,035415000,2020-06-15,3
10554,030000000,035400000,035415000,2020-06-16,2
10555,030000000,035400000,035415000,2020-06-17,2
10556,030000000,035400000,035415000,2020-06-18,2
10557,030000000,035400000,035415000,2020-06-19,2
10558,030000000,035400000,035415000,2020-06-02,3
10559,030000000,035400000,035415000,2020-06-20,2
10560,030000000,035400000,035415000,2020-06-21,2
10561,030000000,035400000,035415000,2020-06-03,3
10562,030000000,035400000,035415000,2020-06-04,3
10563,030000000,035400000,035415000,2020-06-05,3
10564,030000000,035400000,035415000,2020-06-06,3
10565,030000000,035400000,035415000,2020-06-07,3
10566,030000000,035400000,035415000,2020-06-08,3
10567,030000000,035400000,035415000,2020-06-09,3
10568,040000000,042100000,042109000,2020-06-22,27
10569,060000000,064500000,064501000,2020-06-13,10
10570,060000000,064500000,064501000,2020-06-14,10
10571,060000000,064500000,064501000,2020-06-15,10
10572,060000000,064500000,064501000,2020-06-16,11
10573,060000000,064500000,064501000,2020-06-17,11
10574,060000000,064500000,064501000,2020-06-18,12
10575,070000000,072200000,072215000,2020-06-28,6
10576,070000000,072200000,072215000,2020-06-29,6
10577,070000000,072200000,072215000,2020-06-30,7
10578,030000000,035400000,035406000,2020-06-01,1
10579,030000000,035400000,035406000,2020-06-10,2
10580,030000000,035400000,035406000,2020-06-11,2
10581,030000000,035400000,035406000,2020-06-12,2
10582,030000000,035400000,035406000,2020-06-13,2
10583,030000000,035400000,035406000,2020-06-14,2
10584,030000000,035400000,035406000,2020-06-15,2
10585,030000000,035400000,035406000,2020-06-16,2
10586,030000000,035400000,035406000,2020-06-17,2
10587,030000000,035400000,035406000,2020-06-18,2
10588,030000000,035400000,035406000,2020-06-19,2
10589,030000000,035400000,035406000,2020-06-02,1
10590,030000000,035400000,035406000,2020-06-20,2
10591,030000000,035400000,035406000,2020-06-21,2
10592,030000000,035400000,035406000,2020-06-22,2
10593,030000000,035400000,035406000,2020-06-23,2
10594,030000000,035400000,035406000,2020-06-24,2
10595,030000000,035400000,035406000,2020-06-25,2
10596,030000000,035400000,035406000,2020-06-26,2
10597,030000000,035400000,035406000,2020-06-27,2
10598,030000000,035400000,035406000,2020-06-28,2
10599,030000000,035400000,035406000,2020-06-29,2
10600,030000000,035400000,035406000,2020-06-03,1
10601,030000000,035400000,035406000,2020-06-30,2
10602,030000000,035400000,035406000,2020-06-04,1
10603,030000000,035400000,035406000,2020-06-05,1
10604,030000000,035400000,035406000,2020-06-06,1
10605,030000000,035400000,035406000,2020-06-07,1
10606,030000000,035400000,035406000,2020-06-08,1
10607,030000000,035400000,035406000,2020-06-09,2
10608,NDA,126300000,NDA,2020-06-11,1
10609,NDA,126300000,NDA,2020-06-12,1
10610,NDA,126300000,NDA,2020-06-13,1
10611,NDA,126300000,NDA,2020-06-14,1
10612,NDA,126300000,NDA,2020-06-15,1
10613,NDA,126300000,NDA,2020-06-16,1
10614,NDA,126300000,NDA,2020-06-17,1
10615,120000000,126300000,NDA,2020-06-18,1
10616,120000000,126300000,NDA,2020-06-19,1
10617,120000000,126300000,NDA,2020-06-20,1
10618,120000000,126300000,NDA,2020-06-21,1
10619,120000000,126300000,NDA,2020-06-22,1
10620,130000000,133900000,133913000,2020-06-10,6
10621,130000000,133900000,133913000,2020-06-11,6
10622,130000000,133900000,133913000,2020-06-18,7
10623,130000000,133900000,133913000,2020-06-19,8
10624,130000000,133900000,133913000,2020-06-20,8
10625,130000000,133900000,133913000,2020-06-21,8
10626,130000000,133900000,133913000,2020-06-09,5
10627,030000000,031400000,031414000,2020-06-19,4
10628,030000000,031400000,031414000,2020-06-20,4
10629,030000000,031400000,031414000,2020-06-21,4
10630,030000000,031400000,031414000,2020-06-22,5
10631,030000000,031400000,031414000,2020-06-23,4
10632,030000000,031400000,031414000,2020-06-24,5
10633,030000000,031400000,031414000,2020-06-25,6
10634,030000000,031400000,031414000,2020-06-26,7
10635,030000000,031400000,031414000,2020-06-27,7
10636,030000000,031400000,031414000,2020-06-28,7
10637,030000000,031400000,031414000,2020-06-29,7
10638,030000000,031400000,031414000,2020-06-30,7
10639,070000000,NDA,NDA,2020-06-01,7
10640,070000000,NDA,NDA,2020-06-02,7
10641,070000000,NDA,NDA,2020-06-03,7
10642,070000000,NDA,NDA,2020-06-04,7
10643,070000000,NDA,NDA,2020-06-05,7
10644,070000000,NDA,NDA,2020-06-06,7
10645,080000000,083700000,083733000,2020-06-19,2
10646,080000000,083700000,083733000,2020-06-20,2
10647,080000000,083700000,083733000,2020-06-21,2
10648,080000000,083700000,083733000,2020-06-22,2
10649,080000000,083700000,083733000,2020-06-23,2
10650,080000000,083700000,083733000,2020-06-24,2
10651,080000000,083700000,083733000,2020-06-25,2
10652,080000000,083700000,083733000,2020-06-26,2
10653,080000000,083700000,083733000,2020-06-27,2
10654,080000000,083700000,083733000,2020-06-28,2
10655,080000000,083700000,083733000,2020-06-29,2
10656,080000000,083700000,083733000,2020-06-30,2
10657,060000000,064500000,064503000,2020-06-26,2
10658,060000000,064500000,064503000,2020-06-27,2
10659,060000000,064500000,064503000,2020-06-28,2
10660,060000000,064500000,064503000,2020-06-29,2
10661,060000000,064500000,064503000,2020-06-30,2
10662,010000000,013300000,013312000,2020-06-11,2
10663,010000000,013300000,013312000,2020-06-12,2
10664,010000000,013300000,013312000,2020-06-13,2
10665,010000000,013300000,013312000,2020-06-14,2
10666,010000000,013300000,013312000,2020-06-15,2
10667,010000000,013300000,013312000,2020-06-16,2
10668,010000000,013300000,013312000,2020-06-17,2
10669,010000000,013300000,013312000,2020-06-18,2
10670,010000000,013300000,013312000,2020-06-19,1
10671,010000000,013300000,013312000,2020-06-20,1
10672,010000000,013300000,013312000,2020-06-21,1
10673,010000000,013300000,013312000,2020-06-22,1
10674,010000000,013300000,013312000,2020-06-23,1
10675,010000000,013300000,013312000,2020-06-24,1
10676,010000000,013300000,013312000,2020-06-25,1
10677,010000000,013300000,013312000,2020-06-26,1
10678,010000000,013300000,013312000,2020-06-27,1
10679,010000000,013300000,013312000,2020-06-28,1
10680,010000000,013300000,013312000,2020-06-29,1
10681,010000000,013300000,013312000,2020-06-30,1
10682,070000000,072200000,072246000,2020-06-16,2
10683,070000000,072200000,072246000,2020-06-17,2
10684,070000000,072200000,072246000,2020-06-18,2
10685,070000000,072200000,072246000,2020-06-19,2
10686,070000000,072200000,072246000,2020-06-20,2
10687,070000000,072200000,072246000,2020-06-21,2
10688,070000000,072200000,072246000,2020-06-22,2
10689,070000000,072200000,072246000,2020-06-23,2
10690,070000000,072200000,072246000,2020-06-24,2
10691,070000000,072200000,072246000,2020-06-25,3
10692,070000000,072200000,072246000,2020-06-26,3
10693,070000000,072200000,072246000,2020-06-27,3
10694,070000000,072200000,072246000,2020-06-28,3
10695,070000000,072200000,072246000,2020-06-29,4
10696,070000000,072200000,072246000,2020-06-30,4
10697,010000000,015500000,015518000,2020-06-08,11
10698,090000000,097300000,097332000,2020-06-22,7
10699,090000000,097300000,097332000,2020-06-23,7
10700,090000000,097300000,097332000,2020-06-24,7
10701,090000000,097300000,097332000,2020-06-25,7
10702,090000000,097300000,097332000,2020-06-26,8
10703,090000000,097300000,097332000,2020-06-27,9
10704,090000000,097300000,097332000,2020-06-28,8
10705,090000000,097300000,097332000,2020-06-29,8
10706,090000000,097300000,097332000,2020-06-30,8
10707,070000000,072200000,072224000,2020-06-20,5
10708,070000000,072200000,072224000,2020-06-21,5
10709,070000000,072200000,072224000,2020-06-22,5
10710,070000000,072200000,072224000,2020-06-23,5
10711,070000000,072200000,072224000,2020-06-24,5
10712,070000000,072200000,072224000,2020-06-25,5
10713,070000000,072200000,072224000,2020-06-26,5
10714,070000000,072200000,072224000,2020-06-27,5
10715,070000000,072200000,072224000,2020-06-28,5
10716,070000000,072200000,072224000,2020-06-29,5
10717,070000000,072200000,072224000,2020-06-30,5
10718,040000000,042100000,042109000,2020-06-23,26
10719,040000000,042100000,042109000,2020-06-24,25
10720,040000000,042100000,042109000,2020-06-25,29
10721,070000000,072200000,072245000,2020-06-10,1
10722,070000000,072200000,072245000,2020-06-11,1
10723,070000000,072200000,072245000,2020-06-12,1
10724,070000000,072200000,072245000,2020-06-13,3
10725,070000000,072200000,072245000,2020-06-14,3
10726,070000000,072200000,072245000,2020-06-15,3
10727,070000000,072200000,072245000,2020-06-16,3
10728,070000000,072200000,072245000,2020-06-17,3
10729,070000000,072200000,072245000,2020-06-18,3
10730,070000000,072200000,072245000,2020-06-19,3
10731,070000000,072200000,072245000,2020-06-20,3
10732,070000000,072200000,072245000,2020-06-21,3
10733,070000000,072200000,072245000,2020-06-22,3
10734,070000000,072200000,072245000,2020-06-23,3
10735,070000000,072200000,072245000,2020-06-24,3
10736,070000000,072200000,072245000,2020-06-25,3
10737,070000000,072200000,072245000,2020-06-26,3
10738,070000000,072200000,072245000,2020-06-27,3
10739,070000000,072200000,072245000,2020-06-28,3
10740,070000000,072200000,072245000,2020-06-29,3
10741,NDA,072200000,072245000,2020-06-03,1
10742,070000000,072200000,072245000,2020-06-30,4
10743,070000000,072200000,072245000,2020-06-04,1
10744,070000000,072200000,072245000,2020-06-05,1
10745,070000000,072200000,072245000,2020-06-06,1
10746,070000000,072200000,072245000,2020-06-07,1
10747,070000000,072200000,072245000,2020-06-08,1
10748,070000000,072200000,072245000,2020-06-09,1
10749,NDA,043400000,NDA,2020-06-11,7
10750,NDA,043400000,NDA,2020-06-12,7
10751,NDA,043400000,NDA,2020-06-13,7
10752,NDA,043400000,NDA,2020-06-14,7
10753,NDA,043400000,NDA,2020-06-15,7
10754,NDA,043400000,NDA,2020-06-16,7
10755,NDA,043400000,NDA,2020-06-17,7
10756,150000000,153600000,153619000,2020-06-23,2
10757,150000000,153600000,153619000,2020-06-24,2
10758,150000000,153600000,153619000,2020-06-25,2
10759,150000000,153600000,153619000,2020-06-26,2
10760,150000000,153600000,153619000,2020-06-27,2
10761,150000000,153600000,153619000,2020-06-28,2
10762,150000000,153600000,153619000,2020-06-29,2
10763,150000000,153600000,153619000,2020-06-30,2
10764,030000000,035400000,035401000,2020-06-10,18
10765,030000000,035400000,035401000,2020-06-11,18
10766,030000000,035400000,035401000,2020-06-12,17
10767,030000000,035400000,035401000,2020-06-13,17
10768,030000000,035400000,035401000,2020-06-14,17
10769,030000000,035400000,035401000,2020-06-15,17
10770,030000000,035400000,035401000,2020-06-16,14
10771,030000000,035400000,035401000,2020-06-17,13
10772,030000000,035400000,035401000,2020-06-18,13
10773,030000000,035400000,035401000,2020-06-19,12
10774,030000000,035400000,035401000,2020-06-20,11
10775,030000000,035400000,035401000,2020-06-21,11
10776,030000000,035400000,035401000,2020-06-22,11
10777,030000000,035400000,035401000,2020-06-04,11
10778,030000000,035400000,035401000,2020-06-05,11
10779,030000000,035400000,035401000,2020-06-06,11
10780,030000000,035400000,035401000,2020-06-07,11
10781,030000000,035400000,035401000,2020-06-08,11
10782,030000000,035400000,035401000,2020-06-09,17
10783,090000000,097300000,097317000,2020-06-23,1
10784,090000000,097300000,097317000,2020-06-24,1
10785,090000000,097300000,097317000,2020-06-25,1
10786,090000000,097300000,097317000,2020-06-26,1
10787,090000000,097300000,097317000,2020-06-27,1
10788,090000000,097300000,097317000,2020-06-28,1
10789,090000000,097300000,097317000,2020-06-29,1
10790,090000000,097300000,097317000,2020-06-30,1
10791,030000000,035400000,035416000,2020-06-12,6
10792,030000000,035400000,035416000,2020-06-13,6
10793,030000000,035400000,035416000,2020-06-14,6
10794,030000000,035400000,035416000,2020-06-15,5
10795,060000000,063000000,063022000,2020-06-10,8
10796,060000000,063000000,063022000,2020-06-11,8
10797,060000000,063000000,063022000,2020-06-12,8
10798,060000000,063000000,063022000,2020-06-13,7
10799,060000000,063000000,063022000,2020-06-14,7
10800,060000000,063000000,063022000,2020-06-15,7
10801,060000000,063000000,063022000,2020-06-16,7
10802,060000000,063000000,063022000,2020-06-17,7
10803,060000000,063000000,063022000,2020-06-18,7
10804,060000000,063000000,063022000,2020-06-19,7
10805,060000000,063000000,063022000,2020-06-20,8
10806,060000000,063000000,063022000,2020-06-21,6
10807,060000000,063000000,063022000,2020-06-07,8
10808,060000000,063000000,063022000,2020-06-08,8
10809,060000000,063000000,063022000,2020-06-09,8
10810,030000000,030800000,030809000,2020-06-01,5
10811,030000000,030800000,030809000,2020-06-10,5
10812,030000000,030800000,030809000,2020-06-11,5
10813,030000000,030800000,030809000,2020-06-02,5
10814,030000000,030800000,030809000,2020-06-03,5
10815,030000000,030800000,030809000,2020-06-04,5
10816,030000000,030800000,030809000,2020-06-05,5
10817,030000000,030800000,030809000,2020-06-06,5
10818,030000000,030800000,030809000,2020-06-07,5
10819,030000000,030800000,030809000,2020-06-08,5
10820,030000000,030800000,030809000,2020-06-09,5
10821,150000000,153800000,NDA,2020-06-22,1
10822,150000000,153800000,153812000,2020-06-23,1
10823,150000000,153800000,153812000,2020-06-24,1
10824,150000000,153800000,153812000,2020-06-25,1
10825,150000000,153800000,153812000,2020-06-26,1
10826,150000000,153800000,153812000,2020-06-27,1
10827,150000000,153800000,153812000,2020-06-28,1
10828,150000000,153800000,153812000,2020-06-29,1
10829,150000000,153800000,153812000,2020-06-30,1
10830,030000000,034900000,034903000,2020-06-30,2
10831,060000000,064500000,064501000,2020-06-01,6
10832,060000000,064500000,064501000,2020-06-10,6
10833,060000000,064500000,064501000,2020-06-11,7
10834,060000000,064500000,064501000,2020-06-12,9
10835,060000000,064500000,064501000,2020-06-02,5
10836,060000000,064500000,064501000,2020-06-03,6
10837,060000000,064500000,064501000,2020-06-04,6
10838,060000000,064500000,064501000,2020-06-05,6
10839,060000000,064500000,064501000,2020-06-06,6
10840,060000000,064500000,064501000,2020-06-07,6
10841,060000000,064500000,064501000,2020-06-08,6
10842,060000000,064500000,064501000,2020-06-09,6
10843,150000000,153800000,153811000,2020-06-10,1
10844,150000000,153800000,153811000,2020-06-11,1
10845,150000000,153800000,153811000,2020-06-12,1
10846,150000000,153800000,153811000,2020-06-13,1
10847,150000000,153800000,153811000,2020-06-14,1
10848,150000000,153800000,153811000,2020-06-15,1
10849,150000000,153800000,153811000,2020-06-16,1
10850,150000000,153800000,153811000,2020-06-17,1
10851,150000000,153800000,153811000,2020-06-18,1
10852,150000000,153800000,153811000,2020-06-19,1
10853,150000000,153800000,153811000,2020-06-20,1
10854,150000000,153800000,153811000,2020-06-21,1
10855,150000000,153800000,153811000,2020-06-22,1
10856,150000000,153800000,153811000,2020-06-23,1
10857,150000000,153800000,153811000,2020-06-24,1
10858,150000000,153800000,153811000,2020-06-25,1
10859,120000000,129800000,129804000,2020-06-26,4
10860,120000000,129800000,129804000,2020-06-27,3
10861,050000000,050500000,050506000,2020-06-21,10
10862,060000000,060600000,052006000,2020-06-01,2
10863,060000000,060600000,052006000,2020-06-02,2
10864,NDA,137400000,137403000,2020-06-09,8
