,Date,CumulativeSumAdmitted,AL3_NCR-Nationals capital region_SC2 HSC 18.0%,S-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,E-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,IS-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,IA-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,R-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,V1-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,Ev1-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,ISv1-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,IAv1-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,V2-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,Ev2-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,ISv2-AL3_NCR-Nationals capital region_SC2 HSC 18.0%,IAv2-AL3_NCR-Nationals capital region_SC2 HSC 18.0%
156,2021-12-04,,853632.2593,3510509.7256,173.5615,137.7318,13.6583,972806.8223,950659.6048,37.24,29.6271,4.4148,8522010.4918,162.9167,121.9518,31.5788
157,2021-12-05,,853685.3149,3496581.349,175.4584,136.2077,13.8108,972929.3636,946985.2732,37.6509,29.2406,4.4581,8539579.1809,165.8361,120.9057,32.1428
158,2021-12-06,,853737.9914,3482653.8405,176.7382,135.2929,13.9533,973044.157,943311.1549,37.9294,28.9975,4.5005,8557147.239,168.1555,120.5191,32.6919
159,2021-12-07,,853790.497,3468727.0784,177.6221,134.7748,14.075,973151.9372,939637.2237,38.123,28.8508,4.5379,8574714.5481,170.0897,120.587,33.1981
160,2021-12-08,,853842.9699,3454800.9865,178.2504,134.5121,14.1743,973253.3663,935963.4633,38.2617,28.7683,4.5692,8592281.0334,171.776,120.9631,33.6549
161,2021-12-09,,853895.5003,3440875.5184,178.7111,134.4116,14.2533,973349.0427,932289.8637,38.3645,28.7282,4.5947,8609846.6482,173.3012,121.5445,34.0655
162,2021-12-10,,853948.1459,3426950.6466,179.0593,134.4116,14.3154,973439.5085,928616.419,38.4432,28.7155,4.6152,8627411.3639,174.7204,122.2598,34.4367
163,2021-12-11,,854000.9431,3413026.3556,179.3293,134.4719,14.3639,973525.2556,924943.1259,38.5052,28.7201,4.6315,8644975.1636,176.068,123.0599,34.7762
164,2021-12-12,,854053.9134,3399102.6376,179.5421,134.5657,14.4019,973606.7303,921269.9826,38.5549,28.7352,4.6445,8662538.0378,177.3654,123.9119,35.0906
165,2021-12-13,,854107.0691,3385179.4897,179.7107,134.6757,14.4316,973684.3384,917596.9886,38.5951,28.7562,4.655,8680099.9821,178.6258,124.7933,35.3856
166,2021-12-14,,854160.4159,3371256.9122,179.8429,134.7903,14.455,973758.4485,913924.1439,38.6276,28.78,4.6633,8697660.9948,179.8574,125.6893,35.6657
167,2021-12-15,,854213.9554,3357334.9071,179.9433,134.902,14.4733,973829.3955,910251.4489,38.6533,28.8044,4.67,8715221.0765,181.065,126.5902,35.9341
168,2021-12-16,,854267.6863,3343413.4777,180.0147,135.0058,14.4874,973897.4833,906578.9043,38.6728,28.8281,4.6753,8732780.2288,182.2513,127.4897,36.1933
169,2021-12-17,,854321.6057,3329492.628,180.0586,135.0981,14.4981,973962.9887,902906.511,38.6864,28.85,4.6795,8750338.4542,183.4181,128.3835,36.445
170,2021-12-18,,854375.7094,3315572.3626,180.076,135.1768,14.5058,974026.163,899234.27,38.6944,28.8695,4.6826,8767895.7557,184.5661,129.269,36.6905
171,2021-12-19,,854429.9924,3301652.6861,180.0673,135.2402,14.5109,974087.2346,895562.1822,38.6968,28.886,4.6849,8785452.1369,185.6957,130.1444,36.9307
172,2021-12-20,,854484.4491,3287733.6036,180.0328,135.2874,14.5134,974146.4097,891890.2487,38.6936,28.8994,4.6864,8803007.6013,186.8068,131.0087,37.166
173,2021-12-21,,854539.0736,3273815.1199,179.9725,135.3174,14.5137,974203.876,888218.4706,38.685,28.9093,4.6872,8820562.1529,187.8994,131.8611,37.3969
174,2021-12-22,,854593.8599,3259897.2403,179.8865,135.3298,14.5117,974259.8037,884546.8489,38.6709,28.9156,4.6872,8838115.7955,188.9733,132.7011,37.6236
175,2021-12-23,,854648.8015,3245979.9697,179.7749,135.324,14.5075,974314.3472,880875.3848,38.6513,28.9181,4.6864,8855668.5333,190.0283,133.5284,37.8462
176,2021-12-24,,854703.8919,3232063.3134,179.6376,135.3,14.5012,974367.6461,877204.0794,38.6262,28.9168,4.685,8873220.3705,191.0638,134.3425,38.0648
177,2021-12-25,,854759.1247,3218147.2763,179.4747,135.2573,14.4928,974419.8269,873532.9337,38.5957,28.9116,4.683,8890771.3113,192.0797,135.1434,38.2794
178,2021-12-26,,854814.4931,3204231.8636,179.2861,135.1958,14.4822,974471.0038,869861.9488,38.5596,28.9025,4.6802,8908321.3601,193.0756,135.9307,38.4901
179,2021-12-27,,854869.9904,3190317.0804,179.0719,135.1155,14.4696,974521.28,866191.1259,38.5181,28.8893,4.6768,8925870.5213,194.0512,136.7042,38.6967
