,Date,ActiveCases,AL3_Siquijor_SC3 HSC 16.0%,S-AL3_Siquijor_SC3 HSC 16.0%,E-AL3_Siquijor_SC3 HSC 16.0%,IS-AL3_Siquijor_SC3 HSC 16.0%,IA-AL3_Siquijor_SC3 HSC 16.0%,R-AL3_Siquijor_SC3 HSC 16.0%,V1-AL3_Siquijor_SC3 HSC 16.0%,Ev1-AL3_Siquijor_SC3 HSC 16.0%,ISv1-AL3_Siquijor_SC3 HSC 16.0%,IAv1-AL3_Siquijor_SC3 HSC 16.0%,V2-AL3_Siquijor_SC3 HSC 16.0%,Ev2-AL3_Siquijor_SC3 HSC 16.0%,ISv2-AL3_Siquijor_SC3 HSC 16.0%,IAv2-AL3_Siquijor_SC3 HSC 16.0%
156,2021-12-04,,2110.4444,43087.5344,1631.146,1221.0825,127.9528,9027.6302,4667.0201,140.8658,99.7707,15.1812,37223.0833,519.9736,323.7899,95.202
157,2021-12-05,,2184.4754,42201.8216,1653.1015,1245.216,130.1075,9359.0218,4634.6128,144.537,102.9162,15.6225,37629.7916,543.0907,340.1928,99.7377
158,2021-12-06,,2258.6842,41314.3741,1672.6718,1267.9675,132.0952,9700.7356,4601.5892,148.1019,106.0267,16.0556,38031.6328,566.4126,356.9361,104.3414
159,2021-12-07,,2332.8718,40425.8124,1689.727,1289.2146,133.9041,10052.6868,4567.9867,151.5457,109.0914,16.4787,38428.6389,589.8732,373.9852,109.0017
160,2021-12-08,,2406.8306,39536.7709,1704.1477,1308.8391,135.5229,10414.7585,4533.8457,154.8539,112.0992,16.8901,38820.8592,613.4024,391.3024,113.7063
161,2021-12-09,,2480.3451,38647.8943,1715.8274,1326.7275,136.941,10786.8009,4499.2088,158.0123,115.0389,17.2883,39208.361,636.9268,408.8465,118.4423
162,2021-12-10,,2553.1934,37759.8336,1724.6728,1342.7723,138.1489,11168.6305,4464.1214,161.007,117.8991,17.6715,39591.2295,660.3699,426.5732,123.1956
163,2021-12-11,,2625.1481,36873.2419,1730.6058,1356.8733,139.1378,11560.0304,4428.6307,163.8248,120.6686,18.0381,39969.5678,683.6529,444.4351,127.9519
164,2021-12-12,,2695.9775,35988.7709,1733.5637,1368.9385,139.9001,11960.7496,4392.7861,166.453,123.3363,18.3865,40343.4971,706.6948,462.3821,132.6959
165,2021-12-13,,2765.4469,35107.0663,1733.5009,1378.8851,140.4293,12370.5036,4356.6384,168.8799,125.8913,18.7153,40713.1564,729.4133,480.3616,137.4121
166,2021-12-14,,2833.3205,34228.7636,1730.389,1386.6403,140.7202,12788.9746,4320.2402,171.0945,128.3228,19.023,41078.702,751.7253,498.3186,142.0843
167,2021-12-15,,2899.3622,33354.4848,1724.2173,1392.1425,140.769,13215.8121,4283.6447,173.0869,130.6207,19.3082,41440.3072,773.5473,516.1962,146.6962
168,2021-12-16,,2963.3379,32484.8336,1714.9935,1395.3416,140.573,13650.6342,4246.9062,174.8482,132.7752,19.5696,41798.1616,794.7962,533.9357,151.2312
169,2021-12-17,,3025.0165,31620.3924,1702.7433,1396.2001,140.1311,14093.028,4210.0793,176.3707,134.777,19.8062,42152.47,815.3902,551.4773,155.6726
170,2021-12-18,,3084.1719,30761.7184,1687.5104,1394.6932,139.4437,14542.5515,4173.2191,177.648,136.6176,20.0168,42503.4521,835.2488,568.7603,160.0038
171,2021-12-19,,3140.5846,29909.3407,1669.3565,1390.8094,138.5125,14998.735,4136.3801,178.675,138.2891,20.2005,42851.3408,854.2941,585.7236,164.2083
172,2021-12-20,,3194.043,29063.7571,1648.36,1384.5505,137.3407,15461.0829,4099.6168,179.4478,139.7844,20.3567,43196.3816,872.4512,602.306,168.2701
173,2021-12-21,,3244.3453,28225.4318,1624.616,1375.9321,135.9329,15929.0757,4062.9826,179.9639,141.0973,20.4845,43538.8308,889.6485,618.4466,172.1733
174,2021-12-22,,3291.3009,27394.7929,1598.2349,1364.9828,134.295,16402.1721,4026.5301,180.2224,142.2224,20.5837,43878.9548,905.8188,634.0858,175.9028
175,2021-12-23,,3334.7317,26572.2306,1569.3414,1351.7449,132.4343,16879.8114,3990.3106,180.2234,143.1554,20.6537,44217.0281,920.8993,649.1649,179.444
176,2021-12-24,,3374.4734,25758.0959,1538.0733,1336.2731,130.3593,17361.4158,3954.3738,179.9686,143.8927,20.6945,44553.3321,934.8325,663.6272,182.7833
177,2021-12-25,,3410.3771,24952.6992,1504.58,1318.6346,128.0797,17846.3933,3918.7675,179.461,144.432,20.706,44888.1536,947.5666,677.4181,185.9078
178,2021-12-26,,3442.3099,24156.3099,1469.0212,1298.9084,125.6063,18334.1401,3883.5378,178.7047,144.7718,20.6883,45221.7835,959.0553,690.4858,188.8056
179,2021-12-27,,3470.156,23369.1557,1431.565,1277.1842,122.9507,18824.0436,3848.7284,177.7053,144.9118,20.6418,45554.5146,969.2589,702.7814,191.466
