"","pop","equar","first_date","equar_date","lambdaValues","tau","beta","c","c1","c2","omega","thetaA","thetaS","r","deltaA","deltaA1","deltaA2","epsT","epsI","epsIH","E1","E2","E3","E4","E5","k1","k2","mu","deltaS","tv1","tv2","J","S0","E0","IA0","IS0","V10","Ev10","IAv10","ISv10","V20","Ev20","IAv20","ISv20","Q0","C0","R0","startProjection_date","FittedTo","Convergence","fitness","distance","Geographical.Level","Geographical.Place","popMultiplier","area"
"6",7941224,"31;62","2021-07-01","2021-07-31;2021-08-31","0.420423029501317;0.0234475362182364",5,0.434343268,0.18,0.25076,0.38594,0.33,0.071428571,0.071428571,0.09101277,0.03987975,0.0159519,0.0159519,0.001888834,0.001888834,0.001403403662,1,1,1,1,1,0.8117,0.3683,4.05479e-05,"0.159519;0.159519",0.001533,0.02658,0,10906047,3497,220,4264,672922,175,16,190,288515,43,7,36,6863,168263,236301,"2021-08-01","Cumulative",0,0.997170155021561,1674.66554923273,"region","4A-Calabarzon",0.75,40000000
