"","pop","equar","first_date","equar_date","lambdaValues","tau","beta","c","c1","c2","omega","thetaA","thetaS","r","deltaA","deltaA1","deltaA2","epsT","epsI","epsIH","E1","E2","E3","E4","E5","k1","k2","mu","deltaS","tv1","tv2","J","S0","E0","IA0","IS0","V10","Ev10","IAv10","ISv10","V20","Ev20","IAv20","ISv20","Q0","C0","R0","startProjection_date","FittedTo","Convergence","fitness","distance","Geographical.Level","Geographical.Place","popMultiplier","area"
"6",1386266,"31;62","2021-07-01","2021-07-31;2021-08-31","0.696074072033914;0",5,0.434343268,0.18,0.24213584,0.430133643,0.33,0.071428571,0.071428571,0.09101277,0.03987975,0.0159519,0.0159519,0.001888834,0.001888834,0.00145983322562006,1,1,1,1,1,0.836241921,0.438815846,4.05479e-05,"0.159519;0.159519","36537;115189","67602;37511","5905;6230",9215755,2826,164,3598,2338009,847,72,35,1192967,245,35,214,7255,93906,520973,"2021-08-01","Cumulative",0,0.87039156829802,3690.24350007716,"region","NCR-National capital region",0.75,130000000
