,Date,ActiveCases,AL4_Negros oriental_SC3 HSC 16.0%,S-AL4_Negros oriental_SC3 HSC 16.0%,E-AL4_Negros oriental_SC3 HSC 16.0%,IS-AL4_Negros oriental_SC3 HSC 16.0%,IA-AL4_Negros oriental_SC3 HSC 16.0%,R-AL4_Negros oriental_SC3 HSC 16.0%,V1-AL4_Negros oriental_SC3 HSC 16.0%,Ev1-AL4_Negros oriental_SC3 HSC 16.0%,ISv1-AL4_Negros oriental_SC3 HSC 16.0%,IAv1-AL4_Negros oriental_SC3 HSC 16.0%,V2-AL4_Negros oriental_SC3 HSC 16.0%,Ev2-AL4_Negros oriental_SC3 HSC 16.0%,ISv2-AL4_Negros oriental_SC3 HSC 16.0%,IAv2-AL4_Negros oriental_SC3 HSC 16.0%
153,2021-12-01,,1203.1975,771674.5797,786.089,618.3207,63.0092,24047.1604,76194.9547,62.6331,47.1127,6.9461,530695.0916,203.5374,136.0729,38.5058
154,2021-12-02,,1222.8284,764012.4118,791.0274,623.6083,63.4774,24222.0315,76178.2632,63.6118,47.9384,7.0615,538152.4853,209.8394,140.7052,39.7561
155,2021-12-03,,1242.3805,756349.9865,795.5838,628.6221,63.9163,24399.5689,76161.3903,64.578,48.7581,7.1759,545608.2551,216.1972,145.4003,41.0201
156,2021-12-04,,1261.8255,748687.39,799.7493,633.3539,64.325,24579.747,76144.3398,65.5306,49.5708,7.2889,553062.3959,222.605,150.1544,42.2968
157,2021-12-05,,1281.136,741024.7096,803.5155,637.7955,64.7029,24762.5363,76127.1154,66.4686,50.3758,7.4006,560514.9041,229.0573,154.9639,43.5852
158,2021-12-06,,1300.2847,733362.0339,806.8746,641.9391,65.0492,24947.904,76109.7215,67.3908,51.1721,7.5107,567965.7773,235.5481,159.8248,44.8842
159,2021-12-07,,1319.2449,725699.4524,809.8192,645.7773,65.3632,25135.8134,76092.1623,68.2962,51.9588,7.6193,575415.0147,242.0712,164.7331,46.1926
160,2021-12-08,,1337.9904,718037.0554,812.3426,649.3028,65.6443,25326.225,76074.4423,69.1837,52.7352,7.726,582862.6168,248.6204,169.6844,47.5092
161,2021-12-09,,1356.4953,710374.9341,814.4386,652.5089,65.8919,25519.0955,76056.5664,70.0523,53.5002,7.8308,590308.5857,255.189,174.6746,48.8327
162,2021-12-10,,1374.7343,702713.18,816.1015,655.3891,66.1053,25714.3783,76038.5394,70.9008,54.2531,7.9337,597752.9247,261.7706,179.699,50.162
163,2021-12-11,,1392.6824,695051.8853,817.3265,657.9373,66.2841,25912.0237,76020.3666,71.7283,54.993,8.0344,605195.639,268.3582,184.7531,51.4957
164,2021-12-12,,1410.315,687391.1423,818.1092,660.1482,66.4279,26111.9787,76002.0533,72.5337,55.719,8.1328,612636.735,274.9448,189.832,52.8324
165,2021-12-13,,1427.608,679731.0435,818.4458,662.0164,66.5361,26314.1871,75983.605,73.3159,56.4302,8.2289,620076.2208,281.5234,194.9308,54.1708
166,2021-12-14,,1444.5379,672071.6815,818.3335,663.5373,66.6086,26518.5897,75965.0275,74.0741,57.1258,8.3225,627514.1061,288.0867,200.0446,55.5095
167,2021-12-15,,1461.0814,664413.1485,817.7698,664.7068,66.6448,26725.1244,75946.3267,74.8072,57.8049,8.4134,634950.4022,294.6272,205.168,56.8471
168,2021-12-16,,1477.2159,656755.5367,816.7532,665.5211,66.6447,26933.726,75927.5085,75.5142,58.4668,8.5016,642385.1217,301.1376,210.2959,58.182
169,2021-12-17,,1492.9193,649098.9376,815.2827,665.9772,66.6079,27144.3264,75908.5794,76.1943,59.1106,8.587,649818.2793,307.6103,215.4227,59.5128
170,2021-12-18,,1508.1699,641443.4423,813.3581,666.0722,66.5343,27356.8551,75889.5456,76.8465,59.7354,8.6695,657249.8908,314.0375,220.5431,60.8381
171,2021-12-19,,1522.9466,633789.141,810.9798,665.8042,66.4239,27571.2386,75870.4137,77.47,60.3406,8.7488,664679.9739,320.4117,225.6513,62.1561
172,2021-12-20,,1537.229,626136.123,808.1493,665.1716,66.2767,27787.4006,75851.1904,78.0639,60.9252,8.825,672108.5478,326.725,230.7418,63.4655
173,2021-12-21,,1550.9973,618484.4767,804.8683,664.1734,66.0925,28005.2627,75831.8825,78.6274,61.4886,8.898,679535.6334,332.9696,235.8086,64.7647
174,2021-12-22,,1564.2321,610834.2891,801.1396,662.8092,65.8716,28224.7439,75812.4969,79.1598,62.0301,8.9675,686961.2531,339.1378,240.846,66.052
175,2021-12-23,,1576.9148,603185.646,796.9666,661.0791,65.6141,28445.7609,75793.0407,79.6602,62.5489,9.0336,694385.4307,345.2217,245.8481,67.326
176,2021-12-24,,1589.0277,595538.6317,792.3534,658.9838,65.3201,28668.2282,75773.5211,80.128,63.0442,9.0962,701808.1919,351.2134,250.8089,68.5849
177,2021-12-25,,1600.5534,587893.3289,787.3048,656.5247,64.99,28892.0582,75753.9453,80.5625,63.5156,9.1551,709229.5637,357.1054,255.7225,69.8273
178,2021-12-26,,1611.4755,580249.8186,781.8263,653.7035,64.624,29117.1613,75734.3207,80.9631,63.9623,9.2103,716649.5745,362.8897,260.5827,71.0516
179,2021-12-27,,1621.7783,572608.1798,775.9242,650.5228,64.2226,29343.4463,75714.6546,81.3292,64.3836,9.2618,724068.2543,368.5588,265.3837,72.2561
