,Date,ActiveCases,SC1-6M-VS2 HSC 12.0%,S-SC1-6M-VS2 HSC 12.0%,E-SC1-6M-VS2 HSC 12.0%,IS-SC1-6M-VS2 HSC 12.0%,IA-SC1-6M-VS2 HSC 12.0%,R-SC1-6M-VS2 HSC 12.0%,V1-SC1-6M-VS2 HSC 12.0%,Ev1-SC1-6M-VS2 HSC 12.0%,ISv1-SC1-6M-VS2 HSC 12.0%,IAv1-SC1-6M-VS2 HSC 12.0%,V2-SC1-6M-VS2 HSC 12.0%,Ev2-SC1-6M-VS2 HSC 12.0%,ISv2-SC1-6M-VS2 HSC 12.0%,IAv2-SC1-6M-VS2 HSC 12.0%
24,2021-07-25,1812.0,2197.0248,1589751.2991,3137.1054,2415.9469,233.9328,82636.3125,98636.1888,162.7422,123.0226,16.9135,79626.923,61.6486,39.2448,10.6636
25,2021-07-26,1955.0,2312.6169,1587199.1407,3301.1049,2543.5997,246.2305,83046.3314,98584.0964,171.4203,129.7023,17.8191,81368.9762,66.5177,42.4549,11.5213
26,2021-07-27,2331.0,2434.4964,1584605.3874,3473.1939,2677.6671,259.1398,83478.2395,98529.7854,180.5394,136.7166,18.7712,83109.6129,71.725,45.9004,12.4398
27,2021-07-28,2299.0,2562.9437,1581968.0265,3653.7326,2818.4429,272.6883,83933.1838,98473.1457,190.1196,144.0833,19.7721,84848.7429,77.2913,49.5958,13.4229
28,2021-07-29,2718.0,2698.2532,1579284.96,3843.0936,2966.2327,286.9051,84412.3636,98414.0622,200.1816,151.8205,20.824,86586.2706,83.2383,53.5561,14.4744
29,2021-07-30,3179.0,2840.7338,1576554.0018,4041.6619,3121.3533,301.8198,84917.0327,98352.4148,210.7471,159.9469,21.929,88322.0945,89.589,57.7974,15.5985
30,2021-07-31,3207.0,2990.7089,1573772.8791,4249.8307,3284.1334,317.4633,85448.5021,98288.0786,221.8382,168.4814,23.0897,90056.1076,96.3674,62.337,16.7996
31,2021-08-01,3362.0,3146.8441,1571451.8271,4002.854,3417.5417,326.4316,86006.9241,98247.8487,209.0785,175.6135,23.7814,91801.053,91.9751,66.5057,17.6429
32,2021-08-02,3309.0,3302.2738,1564850.3895,3814.6615,3496.5668,326.0134,86588.0437,99920.3828,199.6923,180.076,23.8066,96095.8996,89.2216,69.7403,17.9567
33,2021-08-03,3478.0,3451.1678,1558242.8139,3666.2889,3535.9461,320.899,87187.4093,101591.8372,192.9199,182.6085,23.5094,100389.63,87.8191,72.2506,18.0254
34,2021-08-04,3472.0,3589.876,1551634.9185,3545.2773,3546.604,313.6921,87801.4032,103262.5132,188.0156,183.7908,23.0861,104682.3862,87.3942,74.2372,18.0114
35,2021-08-05,3628.0,3716.286,1545030.6764,3443.088,3536.5833,305.7845,88427.0295,104932.628,184.4449,184.0573,22.6415,108974.2783,87.6702,75.8677,18.0001
36,2021-08-06,3898.0,3829.353,1538432.7813,3353.883,3511.76,297.875,89061.7646,106602.3389,181.8243,183.7264,22.227,113265.3927,88.4422,77.2739,18.0312
37,2021-08-07,3929.0,3928.7584,1531843.0419,3273.6797,3476.4024,290.278,89703.451,108271.7606,179.878,183.0263,21.8641,117555.7976,89.5586,78.5537,18.1191
38,2021-08-08,4166.0,4014.6663,1525262.6551,3199.7683,3433.5975,283.1021,90350.222,109940.9776,178.4077,182.1163,21.5576,121845.5484,90.9071,79.776,18.264
39,2021-08-09,4189.0,4087.5503,1518692.3963,3130.3106,3385.5716,276.3532,91000.4458,111610.0531,177.2701,181.1046,21.304,126134.6904,92.4046,80.9868,18.4597
40,2021-08-10,4046.0,4148.0723,1512132.7502,3064.0628,3333.9276,269.9913,91652.6851,113279.0352,176.3614,180.0622,21.0964,130423.2619,93.9895,82.214,18.6969
41,2021-08-11,3969.0,4196.9988,1505584.0014,3000.1869,3279.8193,263.9606,92305.6669,114947.9612,175.6065,179.0327,20.9265,134711.2961,95.616,83.4723,18.9658
42,2021-08-12,4157.0,4235.1438,1499046.2977,2938.1205,3224.0785,258.2051,92958.2581,116616.8608,174.9506,178.0413,20.7865,138998.8219,97.2503,84.7667,19.2572
43,2021-08-13,4453.0,4263.3311,1492519.6918,2877.4884,3167.3055,252.675,93609.448,118285.7585,174.3537,177.0996,20.6692,143285.8656,98.8674,86.096,19.5632
44,2021-08-14,4407.0,4282.3687,1486004.1721,2818.0415,3109.9362,247.3291,94258.3326,119954.6746,173.7867,176.2108,20.5688,147572.4512,100.4486,87.4543,19.8769
45,2021-08-15,4420.0,4293.0335,1479499.6825,2759.6159,3052.2889,242.1347,94904.1032,121623.6267,173.2283,175.3724,20.4801,151858.601,101.9802,88.8336,20.1925
46,2021-08-16,4422.0,4296.0625,1473006.1364,2702.105,2994.5973,237.0669,95546.0358,123292.6306,172.6627,174.5784,20.3992,156144.3361,103.4522,90.2242,20.5057
47,2021-08-17,4288.0,4292.1476,1466523.4262,2645.4403,2937.0349,232.1068,96183.4826,124961.7001,172.0786,173.821,20.3229,160429.6764,104.8573,91.6163,20.8128
48,2021-08-18,4265.0,4281.9339,1460051.43,2589.5785,2879.7316,227.2408,96815.8645,126630.8483,171.4675,173.0917,20.2487,164714.6413,106.1902,93.0,21.111
49,2021-08-19,4248.0,4266.0198,1453590.0163,2534.4932,2822.7863,222.4589,97442.6647,128300.087,170.8237,172.3816,20.1748,168999.2491,107.4473,94.3659,21.3982
50,2021-08-20,4372.0,4244.9582,1447139.0464,2480.1688,2766.2742,217.754,98063.4229,129969.4276,170.1428,171.6824,20.0996,173283.5178,108.6262,95.7055,21.6727
51,2021-08-21,4355.0,4219.2584,1440698.3773,2426.5966,2710.2544,213.1214,98677.73,131638.8807,169.4218,170.9863,20.022,177567.4647,109.7252,97.0112,21.9333
52,2021-08-22,4359.0,4189.3887,1434267.8631,2373.7724,2654.7732,208.5575,99285.2238,133308.4563,168.659,170.2862,19.9413,181851.1068,110.7436,98.276,22.1791
53,2021-08-23,4240.0,4155.779,1427847.3555,2321.6944,2599.8676,204.0601,99885.5845,134978.1642,167.8531,169.5759,19.8567,186134.4603,111.6812,99.4942,22.4096
54,2021-08-24,4047.0,4118.8236,1421436.705,2270.3625,2545.5674,199.6278,100478.5315,136648.0136,167.0036,168.8499,19.7679,190417.5413,112.5382,100.6606,22.6242
55,2021-08-25,3928.0,4078.8835,1415035.7615,2219.7772,2491.8967,195.2595,101063.8192,138318.0134,166.1103,168.1038,19.6746,194700.3654,113.315,101.7712,22.8228
56,2021-08-26,4033.0,4036.2894,1408644.3742,2169.9394,2438.8755,190.9547,101641.2346,139988.172,165.1735,167.3336,19.5766,198982.9477,114.0125,102.8224,23.0053
57,2021-08-27,4120.0,3991.344,1402262.3923,2120.8498,2386.5199,186.713,102210.5945,141658.4976,164.1937,166.5362,19.4737,203265.3029,114.6318,103.8116,23.1716
58,2021-08-28,3533.0,3944.324,1395889.6564,2072.5179,2334.8436,182.5341,102771.7424,143328.9971,163.1725,165.7089,19.3659,207547.4448,115.1745,104.7364,23.3218
59,2021-08-29,,3895.4849,1389525.3181,2025.573,2283.9118,178.4287,103324.5486,144999.6174,162.1653,164.8542,19.2545,211829.3421,115.683,105.598,23.4577
60,2021-08-30,,3845.0693,1383169.9351,1979.2591,2233.7622,174.3992,103868.9122,146670.4262,161.1085,163.9731,19.1398,216111.0531,116.1106,106.3971,23.5799
61,2021-08-31,,3793.2968,1376823.3451,1933.6085,2184.3756,170.4379,104404.7527,148341.429,160.0059,163.0626,19.0211,220392.5901,116.4608,107.1319,23.6876
62,2021-09-01,,3740.3632,1370485.2827,1888.6436,2135.7397,166.5408,104931.9903,150012.678,158.8606,162.1204,18.898,224674.0443,116.7364,107.8012,23.7803
63,2021-09-02,,3686.4505,1355179.0739,1843.3667,2087.7874,162.6943,105450.6092,154975.6876,157.9853,161.1607,18.7749,234640.8593,117.2161,108.4153,23.8654
64,2021-09-03,,3631.7075,1339883.6685,1797.0716,2040.2784,158.855,105960.5541,159938.1316,157.5991,160.2504,18.6696,244606.7343,118.0947,109.0233,23.9706
65,2021-09-04,,3576.2577,1324598.8577,1750.1326,1993.0104,154.9966,106461.7898,164900.0436,157.582,159.4468,18.5928,254571.7054,119.2665,109.671,24.1127
66,2021-09-05,,3520.2057,1309324.1519,1703.1104,1945.8824,151.1159,106954.2866,169861.4273,157.8642,158.7861,18.548,264535.7847,120.6674,110.3909,24.2972
67,2021-09-06,,3463.6457,1294059.6456,1655.9328,1898.8467,147.2174,107438.0235,174822.3466,158.3332,158.2857,18.5338,274499.0324,122.2012,111.2015,24.522
68,2021-09-07,,3406.661,1278805.1559,1608.7939,1851.8742,143.3059,107912.9857,179782.8365,158.9235,157.947,18.5457,284461.4857,123.8103,112.1089,24.7805
69,2021-09-08,,3349.3259,1263560.4948,1561.8566,1804.9699,139.3896,108379.1641,184742.9308,159.5825,157.7615,18.5786,294423.1806,125.4483,113.1104,25.0648
70,2021-09-09,,3291.7084,1248325.4768,1515.2522,1758.1623,135.4782,108836.5559,189702.6632,160.2673,157.7141,18.6271,304384.1528,127.0778,114.197,25.3666
71,2021-09-10,,3233.8714,1233099.9174,1469.0871,1711.4955,131.5816,109285.1644,194662.0665,160.9434,157.7855,18.6863,314344.4377,128.6682,115.3554,25.6784
72,2021-09-11,,3175.874,1217883.6327,1423.4482,1665.023,127.7087,109724.9995,199621.1732,161.583,157.9541,18.7515,324304.0698,130.1953,116.5694,25.993
73,2021-09-12,,3117.7724,1202676.332,1378.5035,1618.8107,123.8692,110156.0773,204580.0,162.1777,158.1983,18.8192,334263.0706,131.6512,117.8223,26.3047
74,2021-09-13,,3059.6216,1187477.9336,1334.1999,1572.9243,120.0711,110578.4215,209538.5918,162.6948,158.4967,18.8859,344221.485,133.0082,119.0966,26.6086
75,2021-09-14,,3001.4741,1172288.2573,1290.5848,1527.4185,116.3193,110992.0618,214496.9793,163.1207,158.827,18.9486,354179.3458,134.2544,120.3744,26.9
76,2021-09-15,,2943.3791,1157107.1179,1247.7009,1482.3473,112.6183,111397.0335,219455.1917,163.4454,159.1689,19.0048,364136.6847,135.3813,121.6387,27.175
77,2021-09-16,,2885.384,1141934.3302,1205.583,1437.7619,108.9724,111793.3774,224413.2573,163.6616,159.5035,19.0526,374093.5325,136.3827,122.8736,27.4307
78,2021-09-17,,2827.5335,1126769.7097,1164.2593,1393.7104,105.385,112181.1395,229371.2037,163.7641,159.8141,19.0904,384049.9191,137.254,124.0647,27.6646
79,2021-09-18,,2769.8705,1111613.0708,1123.7538,1350.2372,101.8593,112560.3711,234329.0573,163.7495,160.0855,19.117,394005.8735,137.9929,125.1989,27.875
80,2021-09-19,,2712.4362,1096464.187,1084.1228,1307.3865,98.3984,112931.1286,239286.8362,163.6226,160.3056,19.1316,403961.4173,138.6037,126.2654,28.0609
81,2021-09-20,,2655.2705,1081322.921,1045.3322,1265.1961,95.0048,113293.4737,244244.5731,163.3742,160.4633,19.1337,413916.5846,139.0786,127.2545,28.2212
82,2021-09-21,,2598.4115,1066189.0896,1007.3951,1223.6967,91.6795,113647.4728,249202.2919,163.0048,160.5491,19.1226,423871.4017,139.4186,128.1578,28.3553
83,2021-09-22,,2541.8954,1051062.5115,970.3211,1182.9157,88.4238,113993.1962,254160.0154,162.5155,160.555,19.0981,433825.8942,139.625,128.9682,28.4626
84,2021-09-23,,2485.7565,1035943.0065,934.1166,1142.8769,85.2386,114330.7186,259117.7657,161.9082,160.4745,19.06,443780.0865,139.6998,129.6799,28.5431
85,2021-09-24,,2430.0272,1020830.3958,898.7858,1103.6012,82.1248,114660.1185,264075.5638,161.1851,160.3026,19.0083,453734.0024,139.6455,130.2884,28.5967
86,2021-09-25,,2374.7387,1005724.5019,864.3308,1065.1064,79.0828,114981.4783,269033.4299,160.349,160.0354,18.943,463687.6644,139.4649,130.7904,28.6237
87,2021-09-26,,2319.9204,990625.1389,830.7613,1027.408,76.1133,115294.8837,273991.3806,159.4053,159.6705,18.8644,473641.0922,139.1632,131.1833,28.6244
88,2021-09-27,,2265.6005,975532.1376,798.0694,990.5196,73.2166,115600.424,278949.4354,158.3559,159.2063,18.7728,483594.3076,138.7427,131.4661,28.5994
89,2021-09-28,,2211.8055,960445.332,766.2464,954.4507,70.3928,115898.1919,283907.6128,157.2032,158.642,18.6684,493547.3316,138.2059,131.6378,28.5493
90,2021-09-29,,2158.5608,945364.552,735.2888,919.2084,67.6417,116188.2827,288865.9292,155.951,157.9774,18.5515,503500.183,137.5566,131.6984,28.4746
91,2021-09-30,,2105.89,930289.6294,705.1917,884.7978,64.9629,116470.7947,293824.4,154.6035,157.213,18.4226,513452.8799,136.7992,131.6484,28.376
92,2021-10-01,,2053.8153,915220.3987,675.949,851.2223,62.3563,116745.8287,298783.0396,153.1648,156.3499,18.2819,523405.4392,135.9377,131.4889,28.2542
93,2021-10-02,,2002.3576,900156.6961,647.5539,818.4834,59.8215,117013.4878,303741.8617,151.6392,155.3896,18.13,533357.8771,134.9765,131.2216,28.11
94,2021-10-03,,1952.2215,884947.2111,756.9512,797.7397,59.5764,117274.4026,308657.3533,189.4902,157.3194,18.8269,543270.8345,169.6171,132.9829,29.3085
95,2021-10-04,,1906.3136,869742.1963,843.1238,795.454,62.2246,117531.0603,313571.3603,221.6734,164.0936,20.6578,553182.0726,199.1983,138.4344,32.3074
96,2021-10-05,,1866.9918,854536.1474,915.2352,806.28,66.2267,117785.9172,318482.1832,250.749,174.5211,23.0718,563090.0464,226.0307,146.9285,36.2361
97,2021-10-06,,1835.6717,839325.4766,979.0639,826.5641,70.794,118041.0127,323388.5595,278.4193,187.7878,25.7865,572993.5985,251.6569,157.9381,40.6494
98,2021-10-07,,1813.1455,824107.8219,1038.2379,853.812,75.5473,118298.11,328289.5067,305.8265,203.3553,28.6701,582891.8202,277.1167,171.0676,45.3403
99,2021-10-08,,1799.8002,808881.6055,1095.0218,886.3198,80.3234,118558.7874,333184.2182,333.7476,220.8836,31.6724,592783.9581,303.1214,186.0397,50.2311
100,2021-10-09,,1795.7666,793645.7537,1150.8168,922.919,85.0679,118824.4968,338071.9941,362.7226,240.1738,34.7855,602669.3528,330.169,202.6762,55.3115
101,2021-10-10,,1801.0195,778399.5185,1206.4762,962.8031,89.7775,119096.6036,342952.1955,393.1393,261.126,38.0224,612547.3975,358.62,220.8766,60.6039
102,2021-10-11,,1815.4442,763142.3663,1262.5062,1005.4086,94.4689,119376.4125,347824.2142,425.2875,283.7092,41.4046,622417.5112,388.7468,240.5996,66.1447
103,2021-10-12,,1838.8806,747873.9077,1319.1911,1050.3344,99.1644,119665.1857,352687.4527,459.395,307.9401,44.9566,632279.1198,420.7659,261.8484,71.9748
104,2021-10-13,,1871.1509,732593.8543,1376.6726,1097.2866,103.884,119964.1551,357541.3109,495.651,333.8683,48.7026,642131.6448,454.8593,284.6585,78.1347
105,2021-10-14,,1912.0776,717301.9931,1434.9988,1146.0426,108.6437,120274.5317,362385.1772,534.2207,361.5659,52.6657,651974.4945,491.1875,309.0889,84.6631
106,2021-10-15,,1961.4947,701998.1704,1494.1555,1196.4244,113.4539,120597.5126,367218.4228,575.2553,391.121,56.8673,661807.0589,529.8991,335.2157,91.5964
107,2021-10-16,,2019.2532,686682.2837,1554.0847,1248.2822,118.3204,120934.2859,372040.3975,618.898,422.6323,61.3273,671628.7059,571.1355,363.1275,98.9685
108,2021-10-17,,2085.2243,671354.2775,1614.6964,1301.4823,123.2447,121286.0348,376850.4274,665.2874,456.2067,66.0647,681438.7788,615.035,392.9218,106.8117
109,2021-10-18,,2159.3008,656014.1417,1675.8759,1355.8989,128.2248,121653.9414,381647.8128,714.5606,491.9566,71.0972,691236.5943,661.7349,424.7032,115.1569
110,2021-10-19,,2241.3965,640661.9124,1737.4871,1411.4089,133.2556,122039.1888,386431.8274,766.8539,529.9989,76.4421,701021.4416,711.3724,458.5815,124.034
111,2021-10-20,,2331.4456,625297.6725,1799.3764,1467.8867,138.3296,122442.964,391201.7173,822.304,570.4538,82.1163,710792.5817,764.0859,494.6705,133.4725
112,2021-10-21,,2429.4009,609921.5546,1861.3728,1525.2023,143.4372,122866.4589,395956.7009,881.0478,613.4443,88.1361,720549.2463,820.0148,533.0879,143.5015
113,2021-10-22,,2535.2323,594533.7432,1923.2894,1583.2185,148.5669,123310.8724,400695.9686,943.2231,659.0958,94.5182,730290.6384,879.2996,573.9537,154.1499
114,2021-10-23,,2648.9246,579134.4776,1984.9234,1641.7894,153.7054,123777.4114,405418.6829,1008.9676,707.5355,101.2786,740015.9315,942.082,617.3911,165.4468
115,2021-10-24,,2770.4755,563724.0547,2046.0563,1700.7591,158.838,124267.2913,410123.9787,1078.4194,758.8922,108.4338,749724.2698,1008.5044,663.5249,177.4212
116,2021-10-25,,2899.8942,548302.8322,2106.4542,1759.9607,163.9484,124781.7365,414810.964,1151.7158,813.2959,115.9998,759414.7691,1078.7094,712.4822,190.1023
117,2021-10-26,,3037.1986,532871.2318,2165.8678,1819.2156,169.0192,125321.981,419478.7203,1228.9935,870.8776,123.9929,769086.5162,1152.8399,764.3914,203.5193
118,2021-10-27,,3182.4137,517429.7418,2224.0322,1878.3326,174.0312,125889.2679,424126.3033,1310.3873,931.769,132.4291,778738.5707,1231.0377,819.3824,217.7014
119,2021-10-28,,3335.5696,501978.9202,2280.6673,1937.1075,178.9643,126484.8492,428752.7445,1396.0302,996.1016,141.3243,788369.9645,1313.4439,877.5859,232.6778
120,2021-10-29,,3496.6997,486519.3979,2335.478,1995.3229,183.7967,127109.9852,433357.0516,1486.0521,1064.0071,150.6943,797979.7038,1400.1975,939.1333,248.4775
121,2021-10-30,,3665.8386,471051.8808,2388.1543,2052.7477,188.5056,127765.9436,437938.2107,1580.5792,1135.6162,160.5546,807566.7697,1491.4347,1004.1563,265.1293
122,2021-10-31,,3843.0204,455577.1529,2438.3718,2109.1371,193.0669,128453.9984,442495.1872,1679.7334,1211.0584,170.9202,817130.1196,1587.289,1072.7861,282.6616
123,2021-11-01,,4028.2769,440096.0782,2485.7922,2164.2324,197.455,129175.4284,447026.9284,1783.6314,1290.4615,181.806,826668.6888,1687.8894,1145.1535,301.1023
124,2021-11-02,,4221.6357,424609.603,2530.0638,2217.761,201.6434,129931.5155,451532.3645,1892.3837,1373.9508,193.2263,836181.3923,1793.36,1221.3879,320.4788
125,2021-11-03,,4423.1186,409118.7577,2570.8226,2269.4369,205.6043,130723.543,456010.4119,2006.0935,1461.6485,205.1945,845667.1263,1903.8195,1301.617,340.8174
126,2021-11-04,,4632.7397,393624.6585,2607.6927,2318.9604,209.309,131552.7931,460459.9748,2124.8563,1553.6732,217.7238,855124.7709,2019.3794,1385.966,362.1437
127,2021-11-05,,4850.5041,378128.5084,2640.2876,2366.0189,212.7274,132420.545,464879.9484,2248.7585,1650.1388,230.8263,864553.1924,2140.1442,1474.5572,384.482
128,2021-11-06,,5076.4057,362631.5982,2668.2111,2410.2872,215.8287,133328.0716,469269.2218,2377.8764,1751.154,244.5133,873951.2454,2266.2092,1567.5091,407.8554
129,2021-11-07,,5310.4261,347135.3068,2691.0592,2451.4284,218.5811,134276.6373,473626.6807,2512.2754,1856.8216,258.7949,883317.7762,2397.6605,1664.9357,432.2854
130,2021-11-08,,5552.5328,331641.1016,2708.4207,2489.094,220.952,135267.4943,477951.2113,2652.0088,1967.237,273.6804,892651.6256,2534.5734,1766.9458,457.7919
131,2021-11-09,,5802.6774,316150.5378,2719.8795,2522.9254,222.9082,136301.8798,482241.7034,2797.1166,2082.4883,289.1775,901951.632,2677.0116,1873.6423,484.3928
132,2021-11-10,,6060.7949,300665.2576,2725.0158,2552.5545,224.4159,137381.0122,486497.0545,2947.6248,2202.6545,305.2928,911216.6354,2825.0261,1985.1211,512.1039
133,2021-11-11,,6326.8012,285186.9887,2723.4085,2577.6051,225.4408,138506.0872,490716.1738,3103.5441,2327.8051,322.0312,920445.4805,2978.654,2101.4703,540.9388
134,2021-11-12,,6600.5928,269717.5429,2714.6367,2597.6938,225.9483,139678.2743,494897.986,3264.8692,2457.999,339.3962,929637.0212,3137.9177,2222.7696,570.9084
135,2021-11-13,,6882.0444,254258.8128,2698.2824,2612.432,225.9037,140898.7125,499041.4361,3431.577,2593.2834,357.3895,938790.1242,3302.8236,2349.0892,602.021
136,2021-11-14,,7171.0088,238812.7695,2673.9322,2621.4265,225.2722,142168.5059,503145.4936,3603.6267,2733.6933,376.0108,947903.6737,3473.3611,2480.4886,634.2817
137,2021-11-15,,7467.3147,223381.4587,2641.1803,2624.2822,224.0194,143488.7196,507209.1575,3780.9582,2879.2499,395.258,956976.5758,3649.5019,2617.0162,667.6928
138,2021-11-16,,7770.7662,207966.9963,2599.6305,2620.603,222.111,144860.3752,511231.4608,3963.4911,3029.9602,415.1269,966007.763,3831.1986,2758.708,702.2528
139,2021-11-17,,8081.1418,192571.5638,2548.8991,2609.9944,219.5136,146284.4459,515211.4753,4151.1245,3185.8156,435.611,974996.1993,4018.3839,2905.5868,737.957
140,2021-11-18,,8398.1932,177197.403,2488.6174,2592.065,216.1943,147761.8519,519148.3171,4343.7357,3346.7917,456.7016,983940.8848,4210.9699,3057.6611,774.7966
141,2021-11-19,,8721.6448,161846.8094,2418.4348,2566.4291,212.1213,149293.4559,523041.1511,4541.1799,3512.8464,478.3877,992840.8609,4408.8473,3214.9245,812.759
142,2021-11-20,,9051.1931,146522.1262,2338.021,2532.7084,207.2641,150880.0579,526889.1965,4743.2894,3683.9201,500.6558,1001695.2155,4611.8843,3377.3546,851.8274
143,2021-11-21,,9386.5059,131225.7367,2247.0696,2490.535,201.5933,152522.3908,530691.7313,4949.8732,3859.9342,523.4896,1010503.088,4819.9263,3544.912,891.9806
144,2021-11-22,,9727.2222,115960.0567,2145.2999,2439.5532,195.0816,154221.1154,534448.0979,5160.717,4040.7907,546.8705,1019263.6743,5032.7954,3717.54,933.1931
145,2021-11-23,,10072.9516,100727.5257,2032.4608,2379.4224,187.7033,155976.8154,538157.7079,5375.5822,4226.3716,570.7772,1027976.2326,5250.2895,3895.1632,975.4347
146,2021-11-24,,10423.2749,85530.5987,1908.3328,2309.8194,179.435,157789.9931,541820.0468,5594.2068,4416.5382,595.1854,1036640.0882,5472.1825,4077.6871,1018.6704
147,2021-11-25,,10777.7435,70371.7365,1772.7309,2230.4412,170.2554,159661.0649,545434.6788,5816.3046,4611.1303,620.0685,1045254.6382,5698.2239,4264.9975,1062.8605
148,2021-11-26,,11135.8799,55253.3961,1625.5072,2141.0071,160.146,161590.3563,549001.2512,6041.5661,4809.9668,645.3967,1053819.3571,5928.1386,4456.96,1107.9604
149,2021-11-27,,11497.1784,40178.0207,1466.5532,2041.2617,149.091,163578.0983,552519.4989,6269.6583,5012.8441,671.1377,1062333.801,6161.627,4653.419,1153.9205
