,Date,ActiveCases,SC1-6M-VS1 HSC 15.0%,S-SC1-6M-VS1 HSC 15.0%,E-SC1-6M-VS1 HSC 15.0%,IS-SC1-6M-VS1 HSC 15.0%,IA-SC1-6M-VS1 HSC 15.0%,R-SC1-6M-VS1 HSC 15.0%,V1-SC1-6M-VS1 HSC 15.0%,Ev1-SC1-6M-VS1 HSC 15.0%,ISv1-SC1-6M-VS1 HSC 15.0%,IAv1-SC1-6M-VS1 HSC 15.0%,V2-SC1-6M-VS1 HSC 15.0%,Ev2-SC1-6M-VS1 HSC 15.0%,ISv2-SC1-6M-VS1 HSC 15.0%,IAv2-SC1-6M-VS1 HSC 15.0%
27,2021-07-28,4342.0,6377.3757,9369028.3529,8372.0185,6597.6328,631.2505,275582.2858,452240.1849,332.463,251.9307,34.5937,643428.0487,224.2094,139.1048,38.7434
28,2021-07-29,5305.0,6651.116,9347120.044,8762.5942,6909.9354,660.9065,276726.582,453919.9505,350.0728,265.4616,36.4362,661423.5415,242.5922,151.3267,42.0217
29,2021-07-30,6428.0,6941.1102,9325115.9859,9170.0066,7235.958,691.8523,277923.7102,455595.16,368.5609,279.6749,38.3717,679413.2766,262.2043,164.4175,45.524
30,2021-07-31,6752.0,7247.7457,9303012.0903,9594.9045,7576.2452,724.1384,279176.4023,457265.594,387.9667,294.6034,40.4044,697396.9301,283.1161,178.4268,49.2634
31,2021-08-01,7425.0,7571.9566,9280646.4993,10181.0038,7942.8316,760.1,280487.8325,458924.4757,414.2763,310.7256,42.6669,715368.8467,310.2266,193.69,53.4367
32,2021-08-02,7772.0,8152.9247,9248525.068,10739.7297,8122.61,795.5534,281864.9445,471490.2811,440.9898,319.7802,45.1063,732090.6425,337.3123,205.002,57.97
33,2021-08-03,8037.0,8716.8993,9216336.8173,11259.0853,8356.2309,834.0158,283313.6873,484049.2585,468.6766,331.4756,47.7912,748806.8801,363.9128,218.2103,62.8323
34,2021-08-04,8324.0,9272.6644,9184067.6134,11759.0146,8629.3233,873.6037,284836.7075,496600.4863,497.9176,345.5271,50.6896,765516.9073,390.714,233.0038,67.9047
35,2021-08-05,9002.0,9826.4274,9151707.2061,12252.286,8932.3714,913.5647,286436.353,509143.2511,529.0763,361.7649,53.7986,782220.1688,418.1819,249.1692,73.1481
36,2021-08-06,10259.0,10382.6776,9119247.8319,12747.1172,9259.1426,953.7092,288114.8446,521676.9145,562.3832,380.0935,57.1277,798916.1738,446.6399,266.5709,78.5638
37,2021-08-07,10780.0,10944.7579,9086683.2762,13248.8434,9605.6126,994.1063,289874.3812,534200.8803,597.9892,400.4654,60.6903,815604.4679,476.3203,285.1314,84.1714
38,2021-08-08,11043.0,11515.2456,9054008.2758,13760.9777,9969.2363,1034.9256,291717.2032,546714.5713,636.0005,422.8636,64.5004,832284.6148,507.397,304.8166,89.998
39,2021-08-09,11680.0,12096.2057,9021218.1384,14285.884,10348.4548,1076.3595,293645.631,559217.4157,676.4999,447.2914,68.5707,848956.1838,540.0074,325.6231,96.072
40,2021-08-10,11735.0,12689.3565,8988308.504,14825.1984,10742.3659,1118.5887,295662.0874,571708.8363,719.56,473.765,72.9127,865618.7421,574.2664,347.5692,102.4208
41,2021-08-11,12574.0,13296.1821,8955275.1905,15380.1013,11150.5009,1161.7699,297769.1102,584188.2437,765.2511,502.3105,77.5368,882271.8485,610.2751,370.6886,109.0702
42,2021-08-12,13643.0,13918.0058,8922114.0991,15951.4859,11572.6763,1206.0334,299969.3599,596655.0323,813.6461,532.9613,82.4526,898915.0503,648.1273,395.0254,116.0438
43,2021-08-13,15434.0,14556.0383,8888821.1551,16540.0613,12008.8969,1251.4864,302265.6224,609108.5763,864.8226,565.7572,87.6694,915547.8803,687.9128,420.6312,123.3635
44,2021-08-14,15925.0,15211.4114,8855392.2704,17146.4217,12459.2897,1298.2167,304660.8112,621548.2279,918.8643,600.7437,93.1968,932169.8552,729.7198,447.5626,131.0501
45,2021-08-15,16619.0,15885.1986,8821823.3217,17771.0851,12924.0616,1346.297,307157.9674,633973.3152,975.8615,637.972,99.0442,948780.4739,773.6365,475.8802,139.1234
46,2021-08-16,17684.0,16578.4316,8788110.136,18414.5212,13403.4699,1395.7883,309760.2594,646383.1412,1035.9112,677.4986,105.2217,965379.2168,819.7522,505.6472,147.6028
47,2021-08-17,17826.0,17292.1103,8754248.483,19077.1671,13897.8024,1446.7431,312470.9828,658776.982,1099.1169,719.3853,111.74,981965.5444,868.1578,536.9293,156.5072
48,2021-08-18,18118.0,18027.2092,8720234.0723,19759.4349,14407.3668,1499.2078,315293.5588,671154.0867,1165.5881,763.6996,118.6103,998538.8974,918.946,569.7942,165.8556
49,2021-08-19,19448.0,18784.6832,8686062.5514,20461.7185,14932.4816,1553.2238,318231.5341,683513.6761,1235.4401,810.5139,125.8445,1015098.6951,972.2119,604.3113,175.6671
50,2021-08-20,21666.0,19565.4711,8651729.5056,21184.3971,15473.4694,1608.8292,321288.5796,695854.9417,1308.7936,859.9059,133.4551,1031644.3354,1028.0526,640.5519,185.961
51,2021-08-21,22334.0,20370.4985,8617230.4597,21927.8358,16030.654,1666.0592,324468.4901,708177.0458,1385.7742,911.9585,141.4552,1048175.1944,1086.5679,678.589,196.757
52,2021-08-22,22829.0,21200.6794,8582560.8801,22692.3867,16604.3572,1724.947,327775.1827,720479.1202,1466.5125,966.759,149.8585,1064690.6254,1147.8598,718.4972,208.075
53,2021-08-23,23934.0,22056.9179,8547716.1775,23478.3888,17194.8965,1785.5243,331212.6966,732760.2659,1551.1432,1024.4,158.6794,1081189.9587,1212.0328,760.353,219.9356
54,2021-08-24,23418.0,22940.1091,8512691.7095,24286.1668,17802.5837,1847.8207,334785.1947,745019.5517,1639.8052,1084.9781,167.9327,1097672.501,1279.1935,804.2346,232.3595
55,2021-08-25,22801.0,23851.1399,8477482.7858,25116.0309,18427.7234,1911.865,338496.9583,757256.0152,1732.6413,1148.5944,177.6339,1114137.5351,1349.4512,850.222,245.3681
56,2021-08-26,24004.0,24790.8897,8442084.6726,25968.2754,19070.612,1977.6843,342352.3859,769468.6619,1829.7977,1215.354,187.7988,1130584.3202,1422.9171,898.3971,258.9832
57,2021-08-27,26084.0,25760.23,8406492.5962,26843.1773,19731.5364,2045.3044,346355.9959,781656.4644,1931.4237,1285.3659,198.4437,1147012.0906,1499.7047,948.8433,273.227
58,2021-08-28,22700.0,26760.0269,8370701.7257,27741.0084,20410.7741,2114.75,350512.4297,793818.3601,2037.6733,1358.7427,209.5854,1163420.0544,1579.9303,1001.6463,288.1222
59,2021-08-29,,27791.1893,8334694.2458,28673.783,21109.5316,2186.2332,354826.4642,805952.2079,2149.6525,1435.6711,221.2616,1179806.5888,1664.4442,1056.9359,303.72
60,2021-08-30,,28854.8018,8298477.2988,29628.7061,21828.6573,2259.8412,359303.1181,818057.8252,2266.4888,1516.3197,233.4981,1196171.5822,1752.571,1114.8362,320.0551
61,2021-08-31,,29951.9026,8262045.5514,30606.5925,22568.0093,2335.4786,363947.5417,830134.0079,2388.3936,1600.7867,246.3011,1212514.1351,1844.4709,1175.4274,337.1353
62,2021-09-01,,31083.4533,8225394.0037,31608.0182,23327.5518,2413.1025,368764.9784,842179.3901,2515.564,1689.1809,259.6824,1228833.2362,1940.2936,1238.7929,354.9766
63,2021-09-02,,32250.3528,8193054.9112,32635.3233,24107.4227,2492.7208,373760.7504,851497.0796,2647.215,1781.5713,273.6433,1243285.5432,2039.8313,1305.0065,373.5906
64,2021-09-03,,33453.4826,8160481.0139,33690.4604,24908.161,2574.4201,378940.3134,860783.8363,2782.7084,1877.8648,288.1435,1257713.4416,2142.928,1374.0959,392.9639
65,2021-09-04,,34693.717,8127666.8437,34773.3526,25730.2973,2658.2698,384309.2324,870038.4779,2922.4211,1977.9855,303.1594,1272115.9889,2249.7944,1446.0903,413.0949
66,2021-09-05,,35971.9564,8094598.8955,35891.2192,26574.8526,2744.4316,389873.2058,879259.0618,3067.3507,2081.9678,318.7043,1286491.6551,2361.1355,1521.066,434.0164
67,2021-09-06,,37289.207,8061279.2373,37035.8481,27442.5351,2832.9702,395638.134,888445.0177,3217.0691,2189.8769,334.795,1300839.9631,2476.5729,1599.1088,455.7576
68,2021-09-07,,38646.4327,8027702.2038,38207.5339,28333.3652,2923.8259,401610.022,897595.0519,3371.8823,2301.7636,351.442,1315159.8768,2596.3044,1680.285,478.3336
69,2021-09-08,,40044.5366,7993862.2078,39406.4436,29247.3797,3016.9666,407794.9743,906707.8456,3532.064,2417.7119,368.6634,1329450.3381,2720.5121,1764.6732,501.7674
70,2021-09-09,,41484.373,7959753.7437,40632.6399,30184.6181,3112.3748,414199.1908,915782.0553,3697.8608,2537.8301,386.4815,1343710.2668,2849.3653,1852.3617,526.0866
71,2021-09-10,,42966.7551,7925371.3821,41886.1051,31145.1105,3210.0403,420828.9691,924816.3113,3869.4975,2662.2443,404.9204,1357938.5594,2983.0232,1943.4468,551.3209
72,2021-09-11,,44492.4672,7890709.7237,43166.7596,32128.8711,3309.9542,427690.7497,933809.2071,4047.1838,2791.0927,424.0045,1372134.0805,3121.6385,2038.0314,577.5008
73,2021-09-12,,46062.2617,7855758.7004,44478.9016,33136.2413,3412.1785,434790.916,942758.855,4231.5555,2924.5496,443.767,1386295.3201,3265.6986,2136.2394,604.6693
74,2021-09-13,,47676.9515,7820517.5147,45817.4917,34167.4287,3516.7302,442136.1605,951664.2327,4422.3157,3062.7886,464.2355,1400421.4322,3414.9741,2238.1976,632.8624
75,2021-09-14,,49337.2958,7784980.9933,47182.4397,35222.2203,3623.5504,449733.1936,960523.8602,4619.651,3205.9458,485.4263,1414511.2142,3569.6122,2344.0104,662.1014
76,2021-09-15,,51043.9886,7749144.0417,48573.5954,36300.4206,3732.6,457588.7899,969336.231,4823.7373,3354.1608,507.3577,1428563.4386,3729.7549,2453.7832,692.4109
77,2021-09-16,,52797.6703,7713001.7112,49990.7008,37401.8317,3843.8466,465709.7933,978099.818,5034.7366,3507.5736,530.0483,1442576.8586,3895.5365,2567.6224,723.8167
78,2021-09-17,,54598.9299,7676549.2098,51433.4035,38526.2408,3957.2604,474103.1079,986813.0757,5252.7987,3666.3228,553.5165,1456550.2079,4067.0836,2685.6341,756.3449
79,2021-09-18,,56448.3063,7639781.7736,52901.3981,39673.4126,4072.8111,482775.6919,995474.4256,5478.0766,3830.5445,577.7802,1470482.1908,4244.528,2807.9239,790.0214
80,2021-09-19,,58346.3037,7602692.1196,54396.6939,40843.3146,4190.512,491734.5553,1004081.9757,5710.9778,4000.3949,602.8636,1484371.2629,4428.201,2934.6109,824.881
81,2021-09-20,,60293.417,7565278.7351,55915.7277,42035.7598,4310.3364,500986.7808,1012634.4308,5951.2966,4176.015,628.7846,1498216.3387,4617.9592,3065.8076,860.951
82,2021-09-21,,62290.0752,7527537.4631,57457.9736,43250.3022,4432.2135,510539.4789,1021130.1728,6199.1567,4357.5177,655.5544,1512016.0768,4813.9169,3201.6095,898.2493
83,2021-09-22,,64336.6328,7489464.3943,59022.7747,44486.4786,4556.0803,520399.7752,1029567.5767,6454.6661,4545.0128,683.1849,1525769.1254,5016.1771,3342.1102,936.7955
84,2021-09-23,,66433.3706,7451055.8759,60609.3602,45743.7955,4681.8753,530574.8021,1037945.0119,6717.9181,4738.6052,711.688,1539474.1227,5224.8335,3487.4006,976.6091
85,2021-09-24,,68580.4965,7412308.523,62216.8571,47021.7178,4809.5348,541071.6886,1046260.8442,6988.9923,4938.394,741.0748,1553129.6984,5439.9701,3637.5682,1017.7095
86,2021-09-25,,70778.1442,7373219.1711,63844.3518,48319.6663,4938.9914,551897.5496,1054513.4312,7267.9616,5144.4718,771.3557,1566734.4703,5661.667,3792.6972,1060.1149
87,2021-09-26,,73026.3754,7333783.6802,65491.9935,49637.098,5070.1908,563059.4767,1062700.9776,7555.0261,5356.9341,802.5429,1580286.9302,5890.1052,3952.8736,1103.8467
88,2021-09-27,,75325.2012,7294000.5407,67157.469,50973.4286,5203.0682,574564.5426,1070821.9721,7850.0857,5575.8704,834.6469,1593785.7861,6125.2322,4118.1816,1148.9237
89,2021-09-28,,77674.5402,7253867.8438,68839.3036,52327.8517,5337.522,586419.7667,1078874.8245,8153.137,5801.3436,867.6717,1607229.6772,6367.0721,4288.6883,1195.3565
90,2021-09-29,,80074.2142,7213383.7419,70536.2175,53699.5029,5473.4488,598632.0998,1086857.921,8464.1956,6033.407,901.6206,1620617.2185,6615.6652,4464.4549,1243.1547
91,2021-09-30,,82523.9474,7172546.7607,72246.8155,55087.4657,5610.7434,611208.4112,1094769.6656,8783.2588,6272.1055,936.4959,1633947.0319,6871.0381,4645.5366,1292.3271
92,2021-10-01,,85023.3612,7131355.8274,73969.5959,56490.7608,5749.2952,624155.4714,1102608.4833,9110.3052,6517.4736,972.2988,1647217.7488,7133.2039,4831.9822,1342.8806
93,2021-10-02,,87571.9744,7089810.2526,75702.9758,57908.3445,5888.9879,637479.94,1110372.8207,9445.2975,6769.5352,1009.0287,1660428.0109,7402.1644,5023.8331,1394.8206
94,2021-10-03,,90194.5522,7042355.4262,82483.5229,59740.917,6110.2318,651203.5762,1117323.0277,10457.8674,7078.0539,1061.1534,1672995.1287,8205.3718,5251.9596,1468.284
95,2021-10-04,,92998.4458,6994138.7815,88730.9226,62241.995,6441.2173,665403.6934,1124130.9616,11416.1266,7477.0348,1134.3195,1685446.6859,8967.6928,5541.3438,1571.1955
96,2021-10-05,,96073.8546,6944939.1416,94741.135,65247.7087,6832.3769,680161.227,1130763.3112,12359.9773,7948.8285,1220.11,1697755.9671,9720.6487,5884.1596,1691.9199
97,2021-10-06,,99479.3328,6894598.9488,100699.2502,68650.8511,7258.5213,695549.0691,1137194.2875,13315.3237,8481.8788,1314.2387,1709902.0423,10484.845,6274.2648,1824.5549
98,2021-10-07,,103252.9914,6843000.7546,106720.7299,72381.9513,7707.639,711635.389,1143402.76,14299.1864,9068.9031,1414.704,1721867.5262,11273.9661,6707.2436,1966.3739
99,2021-10-08,,107419.8732,6790052.5679,112877.2023,76396.4493,8174.6178,728485.6976,1149370.4445,15322.9423,9705.5762,1520.7328,1733637.1554,12097.3093,7180.1941,2116.3617
100,2021-10-09,,111996.7718,6735678.7946,119212.5628,80666.0363,8657.7816,746164.1298,1155080.7663,16394.3707,10389.5899,1632.1837,1745196.8906,12961.3886,7691.4361,2274.3872
101,2021-10-10,,116995.3284,6679814.7541,125752.9165,85172.8554,9157.0366,764734.2278,1160518.1637,17518.9306,11119.9905,1749.2202,1756533.3614,13870.9372,8240.2254,2440.7499
102,2021-10-11,,122424.006,6622403.4129,132512.7466,89905.5962,9672.8873,784259.4153,1165667.6676,18700.5595,11896.7131,1872.1314,1767633.5262,14829.5365,8826.5072,2615.9322
103,2021-10-12,,128289.3049,6563393.5619,139498.653,94856.8797,10205.9519,804803.2656,1170514.6674,19942.1595,12720.2559,2001.2412,1778484.478,15839.9996,9450.7152,2800.4725
104,2021-10-13,,134596.4859,6502738.8871,146711.6161,100021.4893,10756.7282,826429.6336,1175044.7942,21245.889,13591.4512,2136.8612,1789073.3411,16904.6027,10113.6145,2994.9015
105,2021-10-14,,141349.9634,6440397.5979,154148.3262,105395.1849,11325.4993,849202.6909,1179243.8839,22613.3309,14511.3052,2279.2705,1799387.2317,18025.2184,10816.1819,3199.7135
106,2021-10-15,,148553.4701,6376332.6092,161801.8545,110973.8336,11912.2847,873186.9019,1183098.0021,24045.5675,15480.8766,2428.7034,1809413.2595,19203.3787,11559.5139,3415.3505
107,2021-10-16,,156210.1213,6310511.5288,169662.2365,116752.8467,12516.8553,898446.914,1186593.4867,25543.245,16501.1906,2585.3495,1819138.5614,20440.3218,12344.75,3642.202
108,2021-10-17,,164322.328,6242907.2704,177716.5213,122726.7471,13138.7228,925047.4312,1189717.0407,27106.5591,17573.1715,2749.3491,1828550.3566,21736.9839,13173.0217,3880.5992
109,2021-10-18,,172891.7252,6173498.2068,185949.0073,128888.9286,13777.1623,953053.0463,1192455.8041,28735.2696,18697.5986,2920.7956,1837636.0065,23094.0067,14045.4101,4130.818
110,2021-10-19,,181918.9149,6102269.392,194340.9573,135231.2326,14431.1884,982527.9979,1194797.5285,30428.6269,19875.0358,3099.7277,1846383.1208,24511.6824,14962.8959,4393.0689
111,2021-10-20,,191403.3257,6029212.7523,202870.7575,141743.8527,15099.576,1013535.9224,1196730.6733,32185.3712,21105.8032,3286.1308,1854779.6419,25989.9463,15926.3309,4667.4983
112,2021-10-21,,201342.995,5954327.6956,211513.9187,148415.1458,15780.8631,1046139.5497,1198244.5487,34003.7009,22389.9344,3479.9343,1862813.9554,27528.3456,16936.4023,4954.1846
113,2021-10-22,,211734.3504,5877621.6714,220243.0606,155231.5177,16473.3491,1080400.3821,1199329.4584,35881.2379,23727.1417,3681.0085,1870475.0018,29126.0061,17993.6045,5253.1322
114,2021-10-23,,222571.9467,5799110.8809,229027.8385,162177.3144,17175.0935,1116378.3082,1199976.867,37814.9804,25116.7823,3889.1606,1877752.4079,30781.5879,19098.2098,5564.2657
115,2021-10-24,,233848.2471,5718820.7437,237835.0487,169234.721,17883.9164,1154131.2112,1200179.5493,39801.2818,26557.8205,4104.131,1884636.6112,32493.2571,20250.237,5887.4234
116,2021-10-25,,245553.3881,5636786.372,246628.7176,176383.7105,18597.3999,1193714.5341,1199931.7468,41835.8255,28048.7975,4325.5898,1891118.9955,34258.6536,21449.4229,6222.3503
117,2021-10-26,,257674.9472,5553052.9801,255370.2286,183602.0272,19312.8962,1235180.816,1199229.3237,43913.6042,29587.8024,4553.1339,1897192.0284,36074.8607,22695.1948,6568.6927
118,2021-10-27,,270197.7289,5467676.1926,264018.5253,190865.1876,20027.5347,1278579.2054,1198069.9154,46028.9112,31172.4461,4786.2846,1902849.3996,37938.3812,23986.6429,6925.9918
119,2021-10-28,,283103.5641,5380722.2565,272530.3642,198146.5222,20738.2326,1323954.9525,1196453.0696,48175.3395,32799.8384,5024.4851,1908086.1581,39845.118,25322.4948,7293.6774
120,2021-10-29,,296371.1281,5292268.1402,280860.6208,205417.2552,21441.7127,1371348.885,1194380.3765,50345.7903,34466.5707,5267.1001,1912898.847,41790.361,26701.0914,7671.0642
121,2021-10-30,,309975.786,5202401.5026,288962.6614,212646.6222,22134.5228,1420796.8739,1191855.5838,52532.495,36168.7035,5513.4149,1917285.6319,43768.7816,28120.3659,8057.3474
122,2021-10-31,,323889.4678,5111220.5274,296788.7683,219802.0298,22813.0602,1472329.2966,1188884.6943,54727.0479,37901.7602,5762.6372,1921246.4215,45774.4358,29577.8254,8451.6002
123,2021-11-01,,338080.5785,5018833.6137,304290.6183,226849.2581,23473.6011,1525970.504,1185476.0423,56920.4527,39660.7286,6013.8988,1924782.9774,47800.7761,31070.5368,8852.7729
124,2021-11-02,,352513.9488,4925358.9144,311419.8142,233752.7077,24112.3346,1581738.2945,1181640.3476,59103.182,41440.0698,6266.2594,1927899.0112,49840.6739,32595.1169,9259.6928
125,2021-11-03,,367150.83,4830923.7501,318128.4311,240475.6752,24725.398,1639643.4325,1177390.7404,61265.2468,43233.7346,6518.7116,1930600.2611,51886.4511,34147.728,9671.067
126,2021-11-04,,381948.9385,4735663.7948,324369.6712,246980.7083,25308.9225,1699689.1256,1172742.7631,63396.2888,45035.1917,6770.1874,1932894.5626,53929.9264,35724.0785,10085.4864
127,2021-11-05,,396862.5545,4639722.2178,330098.4339,253229.9546,25859.0754,1761870.6281,1167714.3353,65485.6713,46837.4629,7019.5661,1934791.8824,55962.4679,37319.4313,10501.432
128,2021-11-06,,411842.6742,4543248.6551,335271.944,259185.5549,26372.1063,1826174.8537,1162325.6918,67522.5866,48633.1675,7265.6837,1936304.3366,57975.0576,38928.6179,10917.2832
129,2021-11-07,,426837.2205,4446398.0337,339850.4015,264810.0679,26844.3952,1892580.0303,1156599.2878,69496.1752,50414.5764,7507.3426,1937446.1872,59958.3687,40546.06,11331.3279
130,2021-11-08,,441791.3053,4349329.3383,343797.5621,270066.9155,27272.5025,1961055.4329,1150559.6764,71395.6466,52173.6751,7743.3242,1938233.8106,61902.8482,42165.798,11741.7755
131,2021-11-09,,456647.5624,4252204.2393,347081.3199,274920.8489,27653.2196,2031561.1804,1144233.3502,73210.4103,53902.2363,7972.4018,1938685.6401,63798.8125,43781.5285,12146.7711
132,2021-11-10,,471346.5194,4155185.7344,349674.2115,279338.3898,27983.6123,2104048.1242,1137648.562,74930.2023,55591.8963,8193.353,1938822.0829,65636.5447,45386.6466,12544.4119
133,2021-11-11,,485827.0281,4058436.7165,351553.8694,283288.2858,28261.0674,2178457.8085,1130835.1178,76545.2146,57234.2393,8404.9748,1938665.4118,67406.3995,46974.2964,12932.7651
134,2021-11-12,,500026.749,3962118.5145,352703.4103,286741.9509,28483.3337,2254722.5216,1123824.1448,78046.2222,58820.8877,8606.0972,1938239.6316,69098.9123,48537.4288,13309.8872
135,2021-11-13,,513882.6776,3866389.4654,353111.7255,289673.8758,28648.5577,2332765.4442,1116647.8414,79424.703,60343.5949,8795.5981,1937570.32,70704.9098,50068.865,13673.8445
136,2021-11-14,,527331.6783,3771403.5931,352773.6694,292061.9851,28755.3129,2412500.8803,1109339.2253,80672.9433,61794.3354,8972.4166,1936684.4574,72215.6136,51561.3609,14022.7339
137,2021-11-15,,540311.0847,3677309.254,351690.1653,293887.9808,28802.6251,2493834.593,1101931.8542,81784.1397,63165.401,9135.5666,1935610.2262,73622.749,53007.6818,14354.7041
138,2021-11-16,,552759.2886,3584247.9495,349868.1948,295137.6092,28789.988,2576664.2246,1094459.5553,82752.4811,64449.4898,9284.1494,1934376.8031,74918.6425,54400.6745,14667.9775
139,2021-11-17,,564616.3445,3492353.2307,347320.6906,295800.8738,28717.372,2660879.8043,1086956.1513,83573.2171,65639.7927,9417.3643,1933014.138,76096.3136,55733.3433,14960.8701
140,2021-11-18,,575824.5676,3401749.7373,344066.3253,295872.1858,28585.225,2746364.3383,1079455.1926,84242.7077,66730.0732,9534.5187,1931552.7252,77149.5561,56998.925,15231.8112
141,2021-11-19,,586329.117,3312552.3825,340129.2085,295350.4429,28394.4659,2832994.4737,1071989.7002,84758.4556,67714.7395,9635.0358,1930023.3708,78073.009,58190.9622,15479.3624
