,Date,CumulativeSumAdmitted,AL3_Siquijor_SC1 HSC 16.0%,S-AL3_Siquijor_SC1 HSC 16.0%,E-AL3_Siquijor_SC1 HSC 16.0%,IS-AL3_Siquijor_SC1 HSC 16.0%,IA-AL3_Siquijor_SC1 HSC 16.0%,R-AL3_Siquijor_SC1 HSC 16.0%,V1-AL3_Siquijor_SC1 HSC 16.0%,Ev1-AL3_Siquijor_SC1 HSC 16.0%,ISv1-AL3_Siquijor_SC1 HSC 16.0%,IAv1-AL3_Siquijor_SC1 HSC 16.0%,V2-AL3_Siquijor_SC1 HSC 16.0%,Ev2-AL3_Siquijor_SC1 HSC 16.0%,ISv2-AL3_Siquijor_SC1 HSC 16.0%,IAv2-AL3_Siquijor_SC1 HSC 16.0%
156,2021-12-04,,3092.1655,63256.4612,11.7096,13.0738,1.1022,4262.0348,5310.2533,0.8129,0.8997,0.1084,27457.8745,2.0033,2.0967,0.463
157,2021-12-05,,3094.7163,63077.4677,11.0354,12.3284,1.039,4268.9238,5309.9248,0.7682,0.8506,0.1024,27635.4652,1.906,1.9967,0.4407
158,2021-12-06,,3097.1249,62898.5747,10.399,11.6244,0.9793,4275.4419,5309.6027,0.7259,0.8042,0.0968,27813.0633,1.8131,1.9012,0.4194
159,2021-12-07,,3099.3992,62719.7769,9.7984,10.9596,0.923,4281.6077,5309.2866,0.6858,0.7603,0.0915,27990.6681,1.7246,1.81,0.3991
160,2021-12-08,,3101.5464,62541.0692,9.2315,10.3318,0.8698,4287.4389,5308.9761,0.6479,0.7186,0.0865,28168.2789,1.6401,1.723,0.3797
161,2021-12-09,,3103.5734,62362.447,8.6966,9.739,0.8196,4292.9523,5308.671,0.612,0.6792,0.0817,28345.895,1.5596,1.6399,0.3612
162,2021-12-10,,3105.4868,62183.9059,8.1919,9.1793,0.7722,4298.1639,5308.3709,0.5781,0.6419,0.0772,28523.5159,1.4828,1.5606,0.3435
163,2021-12-11,,3107.2928,62005.4415,7.7157,8.6509,0.7275,4303.0892,5308.0756,0.546,0.6066,0.0729,28701.1411,1.4097,1.4849,0.3267
164,2021-12-12,,3108.9973,61827.0498,7.2665,8.1521,0.6854,4307.7425,5307.7849,0.5156,0.5732,0.0689,28878.7699,1.3399,1.4127,0.3106
165,2021-12-13,,3110.6058,61648.7273,6.8427,7.6814,0.6456,4312.1379,5307.4984,0.4869,0.5416,0.0651,29056.4018,1.2734,1.3438,0.2953
166,2021-12-14,,3112.1236,61470.4702,6.4431,7.2371,0.608,4316.2885,5307.216,0.4597,0.5117,0.0614,29234.0364,1.2101,1.2781,0.2807
167,2021-12-15,,3113.5556,61292.2752,6.0662,6.8179,0.5726,4320.2069,5306.9373,0.434,0.4834,0.058,29411.6732,1.1498,1.2155,0.2668
168,2021-12-16,,3114.9066,61114.1391,5.7108,6.4223,0.5392,4323.9051,5306.6623,0.4098,0.4566,0.0548,29589.3116,1.0923,1.1558,0.2536
169,2021-12-17,,3116.1811,60936.0591,5.3756,6.049,0.5077,4327.3944,5306.3907,0.3868,0.4312,0.0517,29766.9514,1.0376,1.0988,0.241
170,2021-12-18,,3117.3833,60758.0322,5.0597,5.697,0.478,4330.6856,5306.1224,0.3651,0.4073,0.0488,29944.5921,0.9855,1.0445,0.229
171,2021-12-19,,3118.5171,60580.0557,4.7618,5.3648,0.4499,4333.7891,5305.857,0.3446,0.3846,0.0461,30122.2332,0.9359,0.9928,0.2175
172,2021-12-20,,3119.5865,60402.1273,4.4811,5.0516,0.4235,4336.7147,5305.5946,0.3252,0.3631,0.0435,30299.8744,0.8886,0.9435,0.2066
173,2021-12-21,,3120.5948,60224.2444,4.2165,4.7562,0.3986,4339.4716,5305.3348,0.3068,0.3429,0.0411,30477.5154,0.8437,0.8966,0.1962
174,2021-12-22,,3121.5456,60046.4049,3.9671,4.4776,0.3751,4342.0687,5305.0777,0.2895,0.3237,0.0388,30655.1558,0.8009,0.8518,0.1863
175,2021-12-23,,3122.4421,59868.6066,3.7321,4.2149,0.353,4344.5144,5304.8229,0.2731,0.3055,0.0366,30832.7953,0.7602,0.8092,0.1769
176,2021-12-24,,3123.2872,59690.8476,3.5106,3.9672,0.3321,4346.8166,5304.5705,0.2577,0.2884,0.0345,31010.4335,0.7214,0.7687,0.168
177,2021-12-25,,3124.0838,59513.126,3.302,3.7337,0.3125,4348.983,5304.3202,0.243,0.2722,0.0326,31188.0703,0.6846,0.73,0.1594
178,2021-12-26,,3124.8347,59335.4401,3.1055,3.5137,0.294,4351.0207,5304.072,0.2292,0.2569,0.0307,31365.7052,0.6495,0.6932,0.1513
179,2021-12-27,,3125.5424,59157.788,2.9204,3.3062,0.2765,4352.9366,5303.8257,0.2162,0.2424,0.029,31543.338,0.6162,0.6582,0.1436
