,Date,CumulativeSumAdmitted,AL3_Siquijor_SC1 HSC 16.0%,S-AL3_Siquijor_SC1 HSC 16.0%,E-AL3_Siquijor_SC1 HSC 16.0%,IS-AL3_Siquijor_SC1 HSC 16.0%,IA-AL3_Siquijor_SC1 HSC 16.0%,R-AL3_Siquijor_SC1 HSC 16.0%,V1-AL3_Siquijor_SC1 HSC 16.0%,Ev1-AL3_Siquijor_SC1 HSC 16.0%,ISv1-AL3_Siquijor_SC1 HSC 16.0%,IAv1-AL3_Siquijor_SC1 HSC 16.0%,V2-AL3_Siquijor_SC1 HSC 16.0%,Ev2-AL3_Siquijor_SC1 HSC 16.0%,ISv2-AL3_Siquijor_SC1 HSC 16.0%,IAv2-AL3_Siquijor_SC1 HSC 16.0%
114,2021-10-23,,2651.2912,71012.5003,130.1417,138.8759,12.2167,3217.2265,5338.9062,8.1277,8.6813,1.0854,20021.4425,14.2025,13.9998,3.2539
115,2021-10-24,,2677.0487,70816.7036,122.9272,131.9432,11.5303,3272.5204,5337.5423,7.6935,8.2577,1.0257,20197.4697,13.5824,13.4667,3.108
116,2021-10-25,,2701.5334,70621.8611,116.1636,125.2376,10.8861,3325.5596,5336.2357,7.2861,7.8483,0.9698,20373.5791,12.9938,12.9401,2.97
117,2021-10-26,,2724.7896,70427.9348,109.8036,118.786,10.2814,3376.4032,5334.9843,6.9026,7.4546,0.9175,20549.7685,12.4329,12.4239,2.8392
118,2021-10-27,,2746.8652,70234.8848,103.8102,112.6028,9.7132,3425.1129,5333.7859,6.5407,7.0773,0.8684,20726.0354,11.8971,11.9206,2.715
119,2021-10-28,,2767.8103,70042.6706,98.1536,106.6937,9.1787,3471.7516,5332.6382,6.1986,6.7169,0.8222,20902.3771,11.3842,11.4319,2.5967
120,2021-10-29,,2787.6753,69851.252,92.809,101.0586,8.6752,3516.3835,5331.5387,5.8748,6.3731,0.7787,21078.7908,10.8926,10.9588,2.484
121,2021-10-30,,2806.5102,69660.5898,87.7556,95.6932,8.2005,3559.0733,5330.4853,5.568,6.0457,0.7377,21255.2734,10.4212,10.5016,2.3762
122,2021-10-31,,2824.3641,69470.6458,82.9749,90.5906,7.7524,3599.8857,5329.4757,5.2773,5.7342,0.6989,21431.8223,9.9688,10.0606,2.2732
123,2021-11-01,,2841.2845,69281.3834,78.4508,85.7424,7.3292,3638.8853,5328.5077,5.0016,5.438,0.6623,21608.4344,9.5347,9.6356,2.1746
124,2021-11-02,,2857.3174,69092.7672,74.1686,81.1391,6.9292,3676.1361,5327.5793,4.7401,5.1566,0.6276,21785.107,9.118,9.2264,2.08
125,2021-11-03,,2872.5069,68904.7637,70.115,76.7707,6.5509,3711.7015,5326.6885,4.492,4.8892,0.5947,21961.8374,8.718,8.8326,1.9894
126,2021-11-04,,2886.8955,68717.3408,66.2774,72.6269,6.193,3745.6442,5325.8334,4.2566,4.6353,0.5636,22138.6229,8.3342,8.454,1.9025
127,2021-11-05,,2900.5237,68530.4679,62.6445,68.6976,5.8544,3778.0254,5325.0121,4.0332,4.3942,0.534,22315.461,7.9659,8.0899,1.8191
128,2021-11-06,,2913.4299,68344.1159,59.2052,64.9726,5.534,3808.9056,5324.223,3.8213,4.1653,0.506,22492.349,7.6125,7.7401,1.7391
129,2021-11-07,,2925.6512,68158.2574,55.9496,61.4423,5.2307,3838.3437,5323.4643,3.6202,3.948,0.4795,22669.2848,7.2736,7.404,1.6624
130,2021-11-08,,2937.2225,67972.8661,52.868,58.0972,4.9437,3866.3972,5322.7346,3.4294,3.7417,0.4543,22846.2658,6.9486,7.0812,1.5888
131,2021-11-09,,2948.1773,67787.9172,49.9513,54.928,4.672,3893.1224,5322.0324,3.2483,3.5459,0.4304,23023.29,6.6369,6.7713,1.5182
132,2021-11-10,,2958.5474,67603.3872,47.1909,51.9261,4.4148,3918.5738,5321.3561,3.0766,3.3601,0.4077,23200.3551,6.3382,6.4738,1.4506
133,2021-11-11,,2968.363,67419.2536,44.5786,49.0829,4.1714,3942.8045,5320.7046,2.9136,3.1838,0.3862,23377.4592,6.0519,6.1883,1.3857
134,2021-11-12,,2977.6528,67235.4955,42.1069,46.3906,3.9411,3965.8661,5320.0764,2.7591,3.0165,0.3658,23554.6001,5.7776,5.9143,1.3234
135,2021-11-13,,2986.444,67052.0926,39.7683,43.8414,3.7232,3987.8085,5319.4704,2.6125,2.8577,0.3465,23731.776,5.5148,5.6515,1.2638
136,2021-11-14,,2994.7628,66869.026,37.5559,41.428,3.5169,4008.6799,5318.8854,2.4735,2.707,0.3281,23908.9852,5.2632,5.3995,1.2067
137,2021-11-15,,3002.6336,66686.2778,35.4631,39.1435,3.3218,4028.5271,5318.3203,2.3416,2.5641,0.3107,24086.2257,5.0222,5.1578,1.1519
138,2021-11-16,,3010.0799,66503.8308,33.4836,36.9812,3.1371,4047.3952,5317.7741,2.2166,2.4285,0.2942,24263.4959,4.7915,4.9261,1.0995
139,2021-11-17,,3017.1238,66321.669,31.6114,34.9349,2.9625,4065.3276,5317.2459,2.0981,2.2999,0.2785,24440.7942,4.5706,4.7041,1.0493
140,2021-11-18,,3023.7866,66139.7771,29.8411,32.9984,2.7973,4082.3664,5316.7345,1.9857,2.1779,0.2637,24618.1191,4.3593,4.4913,1.0012
141,2021-11-19,,3030.0883,65958.1405,28.1671,31.1662,2.6411,4098.5518,5316.2393,1.8792,2.0622,0.2496,24795.469,4.1571,4.2874,0.9551
142,2021-11-20,,3036.0477,65776.7457,26.5844,29.4328,2.4933,4113.9229,5315.7592,1.7782,1.9525,0.2362,24972.8425,3.9637,4.0922,0.9111
143,2021-11-21,,3041.6831,65595.5796,25.0881,27.793,2.3536,4128.5168,5315.2936,1.6825,1.8485,0.2236,25150.2383,3.7787,3.9052,0.8689
144,2021-11-22,,3047.0115,65414.63,23.6738,26.242,2.2214,4142.3697,5314.8416,1.5918,1.7498,0.2116,25327.6549,3.6018,3.7262,0.8286
145,2021-11-23,,3052.0491,65233.8853,22.337,24.7751,2.0965,4155.5159,5314.4025,1.5059,1.6563,0.2002,25505.0912,3.4327,3.5548,0.79
146,2021-11-24,,3056.8115,65053.3345,21.0736,23.3879,1.9785,4167.9886,5313.9757,1.4245,1.5676,0.1894,25682.5459,3.271,3.3908,0.7531
147,2021-11-25,,3061.3131,64872.9672,19.8797,22.0762,1.8669,4179.8195,5313.5605,1.3473,1.4835,0.1792,25860.018,3.1165,3.2338,0.7178
148,2021-11-26,,3065.5679,64692.7736,18.7516,20.836,1.7614,4191.039,5313.1562,1.2742,1.4038,0.1695,26037.5061,2.9689,3.0836,0.6841
149,2021-11-27,,3069.5891,64512.7444,17.6858,19.6635,1.6617,4201.6764,5312.7624,1.205,1.3283,0.1604,26215.0094,2.8278,2.94,0.6518
150,2021-11-28,,3073.3891,64332.8707,16.679,18.5552,1.5675,4211.7594,5312.3784,1.1394,1.2567,0.1517,26392.5267,2.6931,2.8026,0.621
151,2021-11-29,,3076.9797,64153.1444,15.7279,17.5076,1.4785,4221.3149,5312.0037,1.0773,1.1889,0.1434,26570.0572,2.5644,2.6713,0.5916
152,2021-11-30,,3080.3722,63973.5575,14.8296,16.5176,1.3944,4230.3683,5311.6378,1.0185,1.1246,0.1356,26747.5998,2.4415,2.5457,0.5635
153,2021-12-01,,3083.5772,63794.1025,13.9813,15.582,1.315,4238.9442,5311.2802,0.9628,1.0637,0.1283,26925.1536,2.3242,2.4257,0.5366
154,2021-12-02,,3086.6048,63614.7725,13.1802,14.698,1.2399,4247.0659,5310.9306,0.9101,1.006,0.1213,27102.7179,2.2122,2.311,0.5109
155,2021-12-03,,3089.4646,63435.5609,12.4237,13.8628,1.1691,4254.7556,5310.5884,0.8602,0.9514,0.1146,27280.2918,2.1053,2.2014,0.4864
